graph_index,Graph,Adjacency_list,a,d,APG_label_availability,Vertex_labels,APG_label_availability,Vertex_labels,Edge_labels,Gurobi_runtime/microseconds,Gurobi_num_vars,Gurobi_num_constrs,Gurobi_nonzero_coefs
1.0,Graph with 4 nodes and 3 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 0], [1, 1, 0, 0]]",17.0,1.0,Y,"{0: 20, 1: 17, 2: 18, 3: 19}",Y,"{0: 20, 1: 17, 2: 18, 3: 19}","{(0, 2): 18, (0, 3): 2, (1, 3): 17}",229.12025451660156,3.0,4.0,6.0
1.0,Graph with 4 nodes and 3 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 0], [1, 1, 0, 0]]",17.0,5.0,Y,"{0: 32, 1: 17, 2: 22, 3: 27}",Y,"{0: 32, 1: 17, 2: 22, 3: 27}","{(0, 2): 22, (0, 3): 10, (1, 3): 17}",205.99365234375,3.0,4.0,6.0
1.0,Graph with 4 nodes and 3 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 0], [1, 1, 0, 0]]",19.0,4.0,Y,"{0: 31, 1: 19, 2: 23, 3: 27}",Y,"{0: 31, 1: 19, 2: 23, 3: 27}","{(0, 2): 23, (0, 3): 8, (1, 3): 19}",208.85467529296875,3.0,4.0,6.0
1.0,Graph with 4 nodes and 3 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 0], [1, 1, 0, 0]]",19.0,7.0,Y,"{0: 40, 1: 19, 2: 26, 3: 33}",Y,"{0: 40, 1: 19, 2: 26, 3: 33}","{(0, 2): 26, (0, 3): 14, (1, 3): 19}",93.93692016601562,3.0,4.0,6.0
1.0,Graph with 4 nodes and 3 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 0], [1, 1, 0, 0]]",20.0,9.0,Y,"{0: 29, 1: 38, 2: 20, 3: 47}",Y,"{0: 29, 1: 38, 2: 20, 3: 47}","{(0, 2): 20, (0, 3): 9, (1, 3): 38}",267.02880859375,3.0,4.0,6.0
1.0,Graph with 4 nodes and 3 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 0], [1, 1, 0, 0]]",22.0,7.0,Y,"{0: 43, 1: 22, 2: 29, 3: 36}",Y,"{0: 43, 1: 22, 2: 29, 3: 36}","{(0, 2): 29, (0, 3): 14, (1, 3): 22}",233.17337036132812,3.0,4.0,6.0
1.0,Graph with 4 nodes and 3 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 0], [1, 1, 0, 0]]",23.0,8.0,Y,"{0: 39, 1: 31, 2: 23, 3: 47}",Y,"{0: 39, 1: 31, 2: 23, 3: 47}","{(0, 2): 23, (0, 3): 16, (1, 3): 31}",313.9972686767578,3.0,4.0,6.0
1.0,Graph with 4 nodes and 3 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 0], [1, 1, 0, 0]]",25.0,6.0,Y,"{0: 43, 1: 25, 2: 31, 3: 37}",Y,"{0: 43, 1: 25, 2: 31, 3: 37}","{(0, 2): 31, (0, 3): 12, (1, 3): 25}",292.06275939941406,3.0,4.0,6.0
1.0,Graph with 4 nodes and 3 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 0], [1, 1, 0, 0]]",26.0,9.0,Y,"{0: 44, 1: 35, 2: 26, 3: 53}",Y,"{0: 44, 1: 35, 2: 26, 3: 53}","{(0, 2): 26, (0, 3): 18, (1, 3): 35}",130.8917999267578,3.0,4.0,6.0
1.0,Graph with 4 nodes and 3 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 0], [1, 1, 0, 0]]",27.0,3.0,Y,"{0: 36, 1: 27, 2: 30, 3: 33}",Y,"{0: 36, 1: 27, 2: 30, 3: 33}","{(0, 2): 30, (0, 3): 6, (1, 3): 27}",283.95652770996094,3.0,4.0,6.0
1.0,Graph with 4 nodes and 3 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 0], [1, 1, 0, 0]]",27.0,8.0,Y,"{0: 51, 1: 27, 2: 35, 3: 43}",Y,"{0: 51, 1: 27, 2: 35, 3: 43}","{(0, 2): 35, (0, 3): 16, (1, 3): 27}",267.98248291015625,3.0,4.0,6.0
1.0,Graph with 4 nodes and 3 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 0], [1, 1, 0, 0]]",29.0,1.0,Y,"{0: 32, 1: 29, 2: 30, 3: 31}",Y,"{0: 32, 1: 29, 2: 30, 3: 31}","{(0, 2): 30, (0, 3): 2, (1, 3): 29}",262.97569274902344,3.0,4.0,6.0
2.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]",2.0,4.0,Y,"{0: 10, 1: 2, 2: 6, 3: 14}",Y,"{0: 10, 1: 2, 2: 6, 3: 14}","{(0, 2): 2, (0, 3): 8, (1, 3): 2, (2, 3): 4}",308.03680419921875,4.0,4.0,8.0
2.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]",2.0,6.0,Y,"{0: 14, 1: 2, 2: 8, 3: 20}",Y,"{0: 14, 1: 2, 2: 8, 3: 20}","{(0, 2): 2, (0, 3): 12, (1, 3): 2, (2, 3): 6}",177.14500427246094,4.0,4.0,8.0
2.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]",5.0,3.0,Y,"{0: 11, 1: 5, 2: 8, 3: 14}",Y,"{0: 11, 1: 5, 2: 8, 3: 14}","{(0, 2): 5, (0, 3): 6, (1, 3): 5, (2, 3): 3}",258.9225769042969,4.0,4.0,8.0
2.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]",6.0,1.0,Y,"{0: 8, 1: 6, 2: 7, 3: 9}",Y,"{0: 8, 1: 6, 2: 7, 3: 9}","{(0, 2): 6, (0, 3): 2, (1, 3): 6, (2, 3): 1}",249.8626708984375,4.0,4.0,8.0
2.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]",6.0,4.0,Y,"{0: 10, 1: 6, 2: 14, 3: 18}",Y,"{0: 10, 1: 6, 2: 14, 3: 18}","{(0, 2): 6, (0, 3): 4, (1, 3): 6, (2, 3): 8}",252.9621124267578,4.0,4.0,8.0
2.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]",8.0,6.0,Y,"{0: 14, 1: 8, 2: 20, 3: 26}",Y,"{0: 14, 1: 8, 2: 20, 3: 26}","{(0, 2): 8, (0, 3): 6, (1, 3): 8, (2, 3): 12}",241.99485778808594,4.0,4.0,8.0
2.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]",9.0,1.0,Y,"{0: 11, 1: 9, 2: 10, 3: 12}",Y,"{0: 11, 1: 9, 2: 10, 3: 12}","{(0, 2): 9, (0, 3): 2, (1, 3): 9, (2, 3): 1}",236.03439331054688,4.0,4.0,8.0
2.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]",10.0,4.0,Y,"{0: 14, 1: 10, 2: 18, 3: 22}",Y,"{0: 14, 1: 10, 2: 18, 3: 22}","{(0, 2): 10, (0, 3): 4, (1, 3): 10, (2, 3): 8}",255.10787963867188,4.0,4.0,8.0
2.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]",10.0,9.0,Y,"{0: 19, 1: 10, 2: 28, 3: 37}",Y,"{0: 19, 1: 10, 2: 28, 3: 37}","{(0, 2): 10, (0, 3): 9, (1, 3): 10, (2, 3): 18}",110.86463928222656,4.0,4.0,8.0
2.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]",12.0,1.0,Y,"{0: 14, 1: 12, 2: 13, 3: 15}",Y,"{0: 14, 1: 12, 2: 13, 3: 15}","{(0, 2): 12, (0, 3): 2, (1, 3): 12, (2, 3): 1}",154.01840209960938,4.0,4.0,8.0
2.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]",13.0,7.0,Y,"{0: 20, 1: 13, 2: 27, 3: 34}",Y,"{0: 20, 1: 13, 2: 27, 3: 34}","{(0, 2): 13, (0, 3): 7, (1, 3): 13, (2, 3): 14}",251.0547637939453,4.0,4.0,8.0
2.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]",16.0,5.0,Y,"{0: 26, 1: 16, 2: 21, 3: 31}",Y,"{0: 26, 1: 16, 2: 21, 3: 31}","{(0, 2): 16, (0, 3): 10, (1, 3): 16, (2, 3): 5}",52.21366882324219,4.0,4.0,8.0
2.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]",16.0,9.0,Y,"{0: 25, 1: 16, 2: 34, 3: 43}",Y,"{0: 25, 1: 16, 2: 34, 3: 43}","{(0, 2): 16, (0, 3): 9, (1, 3): 16, (2, 3): 18}",267.02880859375,4.0,4.0,8.0
2.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]",20.0,7.0,Y,"{0: 27, 1: 20, 2: 34, 3: 41}",Y,"{0: 27, 1: 20, 2: 34, 3: 41}","{(0, 2): 20, (0, 3): 7, (1, 3): 20, (2, 3): 14}",269.88983154296875,4.0,4.0,8.0
2.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]",20.0,9.0,Y,"{0: 29, 1: 20, 2: 38, 3: 47}",Y,"{0: 29, 1: 20, 2: 38, 3: 47}","{(0, 2): 20, (0, 3): 9, (1, 3): 20, (2, 3): 18}",203.13262939453125,4.0,4.0,8.0
2.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]",24.0,8.0,Y,"{0: 32, 1: 24, 2: 40, 3: 48}",Y,"{0: 32, 1: 24, 2: 40, 3: 48}","{(0, 2): 24, (0, 3): 8, (1, 3): 24, (2, 3): 16}",243.90220642089844,4.0,4.0,8.0
2.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]",25.0,7.0,Y,"{0: 32, 1: 25, 2: 39, 3: 46}",Y,"{0: 32, 1: 25, 2: 39, 3: 46}","{(0, 2): 25, (0, 3): 7, (1, 3): 25, (2, 3): 14}",213.14620971679688,4.0,4.0,8.0
2.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0]]",27.0,2.0,Y,"{0: 29, 1: 27, 2: 31, 3: 33}",Y,"{0: 29, 1: 27, 2: 31, 3: 33}","{(0, 2): 27, (0, 3): 2, (1, 3): 27, (2, 3): 4}",77.96287536621094,4.0,4.0,8.0
3.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",3.0,9.0,Y,"{0: 12, 1: 21, 2: 3, 3: 30}",Y,"{0: 12, 1: 21, 2: 3, 3: 30}","{(0, 2): 1, (0, 3): 11, (1, 2): 2, (1, 3): 19}",79.87022399902344,4.0,4.0,8.0
3.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",4.0,8.0,Y,"{0: 4, 1: 28, 2: 20, 3: 12}",Y,"{0: 4, 1: 28, 2: 20, 3: 12}","{(0, 2): 1, (0, 3): 3, (1, 2): 19, (1, 3): 9}",247.955322265625,4.0,4.0,8.0
3.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",5.0,8.0,Y,"{0: 29, 1: 5, 2: 21, 3: 13}",Y,"{0: 29, 1: 5, 2: 21, 3: 13}","{(0, 2): 17, (0, 3): 12, (1, 2): 4, (1, 3): 1}",365.0188446044922,4.0,4.0,8.0
3.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",8.0,3.0,Y,"{0: 14, 1: 11, 2: 8, 3: 17}",Y,"{0: 14, 1: 11, 2: 8, 3: 17}","{(0, 2): 1, (0, 3): 13, (1, 2): 7, (1, 3): 4}",72.00241088867188,4.0,4.0,8.0
3.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",9.0,9.0,Y,"{0: 9, 1: 36, 2: 27, 3: 18}",Y,"{0: 9, 1: 36, 2: 27, 3: 18}","{(0, 2): 1, (0, 3): 8, (1, 2): 26, (1, 3): 10}",257.0152282714844,4.0,4.0,8.0
3.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",12.0,8.0,Y,"{0: 36, 1: 12, 2: 28, 3: 20}",Y,"{0: 36, 1: 12, 2: 28, 3: 20}","{(0, 2): 17, (0, 3): 19, (1, 2): 11, (1, 3): 1}",70.09506225585938,4.0,4.0,8.0
3.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",15.0,5.0,Y,"{0: 30, 1: 15, 2: 25, 3: 20}",Y,"{0: 30, 1: 15, 2: 25, 3: 20}","{(0, 2): 11, (0, 3): 19, (1, 2): 14, (1, 3): 1}",51.975250244140625,4.0,4.0,8.0
3.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",17.0,9.0,Y,"{0: 26, 1: 35, 2: 17, 3: 44}",Y,"{0: 26, 1: 35, 2: 17, 3: 44}","{(0, 2): 1, (0, 3): 25, (1, 2): 16, (1, 3): 19}",135.89859008789062,4.0,4.0,8.0
3.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",18.0,1.0,Y,"{0: 18, 1: 21, 2: 19, 3: 20}",Y,"{0: 18, 1: 21, 2: 19, 3: 20}","{(0, 2): 1, (0, 3): 17, (1, 2): 18, (1, 3): 3}",123.9776611328125,4.0,4.0,8.0
3.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",18.0,8.0,Y,"{0: 42, 1: 18, 2: 34, 3: 26}",Y,"{0: 42, 1: 18, 2: 34, 3: 26}","{(0, 2): 17, (0, 3): 25, (1, 2): 17, (1, 3): 1}",116.82510375976562,4.0,4.0,8.0
3.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",21.0,8.0,Y,"{0: 45, 1: 21, 2: 37, 3: 29}",Y,"{0: 45, 1: 21, 2: 37, 3: 29}","{(0, 2): 17, (0, 3): 28, (1, 2): 20, (1, 3): 1}",135.89859008789062,4.0,4.0,8.0
3.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",22.0,2.0,Y,"{0: 24, 1: 26, 2: 22, 3: 28}",Y,"{0: 24, 1: 26, 2: 22, 3: 28}","{(0, 2): 1, (0, 3): 23, (1, 2): 21, (1, 3): 5}",195.98007202148438,4.0,4.0,8.0
3.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",22.0,4.0,Y,"{0: 26, 1: 30, 2: 22, 3: 34}",Y,"{0: 26, 1: 30, 2: 22, 3: 34}","{(0, 2): 1, (0, 3): 25, (1, 2): 21, (1, 3): 9}",167.1314239501953,4.0,4.0,8.0
3.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",22.0,8.0,Y,"{0: 38, 1: 30, 2: 22, 3: 46}",Y,"{0: 38, 1: 30, 2: 22, 3: 46}","{(0, 2): 1, (0, 3): 37, (1, 2): 21, (1, 3): 9}",180.0060272216797,4.0,4.0,8.0
3.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",26.0,7.0,Y,"{0: 33, 1: 40, 2: 26, 3: 47}",Y,"{0: 33, 1: 40, 2: 26, 3: 47}","{(0, 2): 1, (0, 3): 32, (1, 2): 25, (1, 3): 15}",144.00482177734375,4.0,4.0,8.0
3.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",28.0,3.0,Y,"{0: 31, 1: 34, 2: 28, 3: 37}",Y,"{0: 31, 1: 34, 2: 28, 3: 37}","{(0, 2): 1, (0, 3): 30, (1, 2): 27, (1, 3): 7}",173.80714416503906,4.0,4.0,8.0
3.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",28.0,7.0,Y,"{0: 35, 1: 42, 2: 28, 3: 49}",Y,"{0: 35, 1: 42, 2: 28, 3: 49}","{(0, 2): 1, (0, 3): 34, (1, 2): 27, (1, 3): 15}",73.19450378417969,4.0,4.0,8.0
3.0,Graph with 4 nodes and 4 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 0], [1, 1, 0, 0]]",29.0,3.0,Y,"{0: 32, 1: 35, 2: 29, 3: 38}",Y,"{0: 32, 1: 35, 2: 29, 3: 38}","{(0, 2): 1, (0, 3): 31, (1, 2): 28, (1, 3): 7}",158.07151794433594,4.0,4.0,8.0
4.0,Graph with 4 nodes and 5 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",7.0,2.0,Y,"{0: 7, 1: 9, 2: 13, 3: 11}",Y,"{0: 7, 1: 9, 2: 13, 3: 11}","{(0, 2): 1, (0, 3): 6, (1, 2): 8, (1, 3): 1, (2, 3): 4}",94.17533874511719,5.0,4.0,10.0
4.0,Graph with 4 nodes and 5 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",9.0,9.0,Y,"{0: 27, 1: 9, 2: 18, 3: 36}",Y,"{0: 27, 1: 9, 2: 18, 3: 36}","{(0, 2): 8, (0, 3): 19, (1, 2): 1, (1, 3): 8, (2, 3): 9}",208.13941955566406,5.0,4.0,10.0
4.0,Graph with 4 nodes and 5 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",15.0,7.0,Y,"{0: 29, 1: 15, 2: 22, 3: 36}",Y,"{0: 29, 1: 15, 2: 22, 3: 36}","{(0, 2): 14, (0, 3): 15, (1, 2): 1, (1, 3): 14, (2, 3): 7}",111.81831359863281,5.0,4.0,10.0
4.0,Graph with 4 nodes and 5 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",17.0,2.0,Y,"{0: 17, 1: 19, 2: 23, 3: 21}",Y,"{0: 17, 1: 19, 2: 23, 3: 21}","{(0, 2): 1, (0, 3): 16, (1, 2): 18, (1, 3): 1, (2, 3): 4}",101.0894775390625,5.0,4.0,10.0
4.0,Graph with 4 nodes and 5 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",17.0,8.0,Y,"{0: 33, 1: 17, 2: 25, 3: 41}",Y,"{0: 33, 1: 17, 2: 25, 3: 41}","{(0, 2): 16, (0, 3): 17, (1, 2): 1, (1, 3): 16, (2, 3): 8}",59.1278076171875,5.0,4.0,10.0
4.0,Graph with 4 nodes and 5 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",18.0,8.0,Y,"{0: 34, 1: 18, 2: 26, 3: 42}",Y,"{0: 34, 1: 18, 2: 26, 3: 42}","{(0, 2): 17, (0, 3): 17, (1, 2): 1, (1, 3): 17, (2, 3): 8}",138.99803161621094,5.0,4.0,10.0
4.0,Graph with 4 nodes and 5 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",20.0,1.0,Y,"{0: 20, 1: 21, 2: 23, 3: 22}",Y,"{0: 20, 1: 21, 2: 23, 3: 22}","{(0, 2): 19, (0, 3): 1, (1, 2): 2, (1, 3): 19, (2, 3): 2}",107.04994201660156,5.0,4.0,10.0
4.0,Graph with 4 nodes and 5 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",20.0,4.0,Y,"{0: 20, 1: 24, 2: 32, 3: 28}",Y,"{0: 20, 1: 24, 2: 32, 3: 28}","{(0, 2): 1, (0, 3): 19, (1, 2): 23, (1, 3): 1, (2, 3): 8}",199.79476928710938,5.0,4.0,10.0
4.0,Graph with 4 nodes and 5 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",21.0,6.0,Y,"{0: 33, 1: 21, 2: 27, 3: 39}",Y,"{0: 33, 1: 21, 2: 27, 3: 39}","{(0, 2): 20, (0, 3): 13, (1, 2): 1, (1, 3): 20, (2, 3): 6}",82.0159912109375,5.0,4.0,10.0
4.0,Graph with 4 nodes and 5 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",22.0,3.0,Y,"{0: 28, 1: 22, 2: 25, 3: 31}",Y,"{0: 28, 1: 22, 2: 25, 3: 31}","{(0, 2): 21, (0, 3): 7, (1, 2): 1, (1, 3): 21, (2, 3): 3}",224.82872009277344,5.0,4.0,10.0
4.0,Graph with 4 nodes and 5 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",23.0,5.0,Y,"{0: 33, 1: 23, 2: 28, 3: 38}",Y,"{0: 33, 1: 23, 2: 28, 3: 38}","{(0, 2): 22, (0, 3): 11, (1, 2): 1, (1, 3): 22, (2, 3): 5}",200.03318786621094,5.0,4.0,10.0
4.0,Graph with 4 nodes and 5 edges,"[[0, 0, 1, 1], [0, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",24.0,2.0,Y,"{0: 24, 1: 26, 2: 30, 3: 28}",Y,"{0: 24, 1: 26, 2: 30, 3: 28}","{(0, 2): 1, (0, 3): 23, (1, 2): 25, (1, 3): 1, (2, 3): 4}",180.0060272216797,5.0,4.0,10.0
