graph_index,Graph,Adjacency_list,a,d,APG_label_availability,Vertex_labels,APG_label_availability,Vertex_labels,Edge_labels,Gurobi_runtime/microseconds,Gurobi_num_vars,Gurobi_num_constrs,Gurobi_nonzero_coefs
16.0,Graph with 6 nodes and 9 edges,"[[0, 0, 1, 1, 0, 1], [0, 0, 1, 1, 1, 1], [1, 1, 0, 0, 0, 0], [1, 1, 0, 0, 0, 1], [0, 1, 0, 0, 0, 1], [1, 1, 0, 1, 1, 0]]",22.0,6.0,Y,"{0: 52, 1: 46, 2: 34, 3: 40, 4: 22, 5: 28}",Y,"{0: 52, 1: 46, 2: 34, 3: 40, 4: 22, 5: 28}","{(0, 2): 1, (0, 3): 37, (0, 5): 14, (1, 2): 33, (1, 3): 1, (1, 4): 11, (1, 5): 1, (3, 5): 2, (4, 5): 11}",264.88304138183594,9.0,6.0,18.0
16.0,Graph with 6 nodes and 9 edges,"[[0, 0, 1, 1, 0, 1], [0, 0, 1, 1, 1, 1], [1, 1, 0, 0, 0, 0], [1, 1, 0, 0, 0, 1], [0, 1, 0, 0, 0, 1], [1, 1, 0, 1, 1, 0]]",26.0,2.0,Y,"{0: 36, 1: 34, 2: 32, 3: 30, 4: 28, 5: 26}",Y,"{0: 36, 1: 34, 2: 32, 3: 30, 4: 28, 5: 26}","{(0, 2): 6, (0, 3): 28, (0, 5): 2, (1, 2): 26, (1, 3): 1, (1, 4): 6, (1, 5): 1, (3, 5): 1, (4, 5): 22}",300.8842468261719,9.0,6.0,18.0
16.0,Graph with 6 nodes and 9 edges,"[[0, 0, 1, 1, 0, 1], [0, 0, 1, 1, 1, 1], [1, 1, 0, 0, 0, 0], [1, 1, 0, 0, 0, 1], [0, 1, 0, 0, 0, 1], [1, 1, 0, 1, 1, 0]]",29.0,8.0,Y,"{0: 37, 1: 45, 2: 53, 3: 61, 4: 29, 5: 69}",Y,"{0: 37, 1: 45, 2: 53, 3: 61, 4: 29, 5: 69}","{(0, 2): 11, (0, 3): 23, (0, 5): 3, (1, 2): 42, (1, 3): 1, (1, 4): 1, (1, 5): 1, (3, 5): 37, (4, 5): 28}",264.88304138183594,9.0,6.0,18.0
19.0,Graph with 6 nodes and 8 edges,"[[0, 1, 0, 1, 1, 0], [1, 0, 1, 0, 1, 1], [0, 1, 0, 1, 0, 0], [1, 0, 1, 0, 0, 1], [1, 1, 0, 0, 0, 0], [0, 1, 0, 1, 0, 0]]",29.0,4.0,Y,"{0: 37, 1: 33, 2: 45, 3: 49, 4: 41, 5: 29}",Y,"{0: 37, 1: 33, 2: 45, 3: 49, 4: 41, 5: 29}","{(0, 1): 1, (0, 3): 1, (0, 4): 35, (1, 2): 25, (1, 4): 6, (1, 5): 1, (2, 3): 20, (3, 5): 28}",80.82389831542969,8.0,6.0,16.0
21.0,Graph with 6 nodes and 10 edges,"[[0, 1, 1, 0, 0, 1], [1, 0, 1, 1, 0, 1], [1, 1, 0, 1, 1, 0], [0, 1, 1, 0, 1, 0], [0, 0, 1, 1, 0, 1], [1, 1, 0, 0, 1, 0]]",6.0,8.0,Y,"{0: 14, 1: 22, 2: 30, 3: 38, 4: 46, 5: 6}",Y,"{0: 14, 1: 22, 2: 30, 3: 38, 4: 46, 5: 6}","{(0, 1): 5, (0, 2): 8, (0, 5): 1, (1, 2): 1, (1, 3): 12, (1, 5): 4, (2, 3): 1, (2, 4): 20, (3, 4): 25, (4, 5): 1}",156.87942504882812,10.0,6.0,20.0
22.0,Graph with 6 nodes and 11 edges,"[[0, 0, 1, 1, 1, 1], [0, 0, 1, 1, 0, 1], [1, 1, 0, 1, 1, 1], [1, 1, 1, 0, 0, 0], [1, 0, 1, 0, 0, 1], [1, 1, 1, 0, 1, 0]]",5.0,8.0,Y,"{0: 45, 1: 13, 2: 37, 3: 21, 4: 5, 5: 29}",Y,"{0: 45, 1: 13, 2: 37, 3: 21, 4: 5, 5: 29}","{(0, 2): 22, (0, 3): 19, (0, 4): 1, (0, 5): 3, (1, 2): 1, (1, 3): 1, (1, 5): 11, (2, 3): 1, (2, 4): 1, (2, 5): 12, (4, 5): 3}",434.1602325439453,11.0,6.0,22.0
24.0,Graph with 6 nodes and 10 edges,"[[0, 0, 1, 0, 1, 1], [0, 0, 1, 1, 0, 1], [1, 1, 0, 0, 1, 1], [0, 1, 0, 0, 1, 0], [1, 0, 1, 1, 0, 1], [1, 1, 1, 0, 1, 0]]",4.0,6.0,Y,"{0: 10, 1: 16, 2: 22, 3: 28, 4: 34, 5: 4}",Y,"{0: 10, 1: 16, 2: 22, 3: 28, 4: 34, 5: 4}","{(0, 2): 5, (0, 4): 4, (0, 5): 1, (1, 2): 1, (1, 3): 14, (1, 5): 1, (2, 4): 15, (2, 5): 1, (3, 4): 14, (4, 5): 1}",66.04194641113281,10.0,6.0,20.0
24.0,Graph with 6 nodes and 10 edges,"[[0, 0, 1, 0, 1, 1], [0, 0, 1, 1, 0, 1], [1, 1, 0, 0, 1, 1], [0, 1, 0, 0, 1, 0], [1, 0, 1, 1, 0, 1], [1, 1, 1, 0, 1, 0]]",16.0,4.0,Y,"{0: 36, 1: 16, 2: 28, 3: 20, 4: 24, 5: 32}",Y,"{0: 36, 1: 16, 2: 28, 3: 20, 4: 24, 5: 32}","{(0, 2): 23, (0, 4): 1, (0, 5): 12, (1, 2): 1, (1, 3): 1, (1, 5): 14, (2, 4): 1, (2, 5): 3, (3, 4): 19, (4, 5): 3}",324.01084899902344,10.0,6.0,20.0
24.0,Graph with 6 nodes and 10 edges,"[[0, 0, 1, 0, 1, 1], [0, 0, 1, 1, 0, 1], [1, 1, 0, 0, 1, 1], [0, 1, 0, 0, 1, 0], [1, 0, 1, 1, 0, 1], [1, 1, 1, 0, 1, 0]]",18.0,6.0,Y,"{0: 36, 1: 18, 2: 48, 3: 42, 4: 30, 5: 24}",Y,"{0: 36, 1: 18, 2: 48, 3: 42, 4: 30, 5: 24}","{(0, 2): 29, (0, 4): 2, (0, 5): 5, (1, 2): 1, (1, 3): 16, (1, 5): 1, (2, 4): 1, (2, 5): 17, (3, 4): 26, (4, 5): 1}",72.95608520507812,10.0,6.0,20.0
24.0,Graph with 6 nodes and 10 edges,"[[0, 0, 1, 0, 1, 1], [0, 0, 1, 1, 0, 1], [1, 1, 0, 0, 1, 1], [0, 1, 0, 0, 1, 0], [1, 0, 1, 1, 0, 1], [1, 1, 1, 0, 1, 0]]",20.0,4.0,Y,"{0: 40, 1: 20, 2: 36, 3: 32, 4: 28, 5: 24}",Y,"{0: 40, 1: 20, 2: 36, 3: 32, 4: 28, 5: 24}","{(0, 2): 20, (0, 4): 12, (0, 5): 8, (1, 2): 1, (1, 3): 18, (1, 5): 1, (2, 4): 1, (2, 5): 14, (3, 4): 14, (4, 5): 1}",416.04042053222656,10.0,6.0,20.0
24.0,Graph with 6 nodes and 10 edges,"[[0, 0, 1, 0, 1, 1], [0, 0, 1, 1, 0, 1], [1, 1, 0, 0, 1, 1], [0, 1, 0, 0, 1, 0], [1, 0, 1, 1, 0, 1], [1, 1, 1, 0, 1, 0]]",21.0,4.0,Y,"{0: 21, 1: 29, 2: 33, 3: 41, 4: 25, 5: 37}",Y,"{0: 21, 1: 29, 2: 33, 3: 41, 4: 25, 5: 37}","{(0, 2): 4, (0, 4): 9, (0, 5): 8, (1, 2): 1, (1, 3): 27, (1, 5): 1, (2, 4): 1, (2, 5): 27, (3, 4): 14, (4, 5): 1}",369.78721618652344,10.0,6.0,20.0
25.0,Graph with 6 nodes and 7 edges,"[[0, 1, 1, 0, 0, 0], [1, 0, 1, 0, 0, 1], [1, 1, 0, 1, 0, 0], [0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 0, 0], [0, 1, 0, 1, 0, 0]]",3.0,2.0,Y,"{0: 9, 1: 5, 2: 13, 3: 11, 4: 3, 5: 7}",Y,"{0: 9, 1: 5, 2: 13, 3: 11, 4: 3, 5: 7}","{(0, 1): 1, (0, 2): 8, (1, 2): 1, (1, 5): 3, (2, 3): 4, (3, 4): 3, (3, 5): 4}",104.18891906738281,7.0,6.0,14.0
25.0,Graph with 6 nodes and 7 edges,"[[0, 1, 1, 0, 0, 0], [1, 0, 1, 0, 0, 1], [1, 1, 0, 1, 0, 0], [0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 0, 0], [0, 1, 0, 1, 0, 0]]",21.0,4.0,Y,"{0: 33, 1: 29, 2: 25, 3: 41, 4: 37, 5: 21}",Y,"{0: 33, 1: 29, 2: 25, 3: 41, 4: 37, 5: 21}","{(0, 1): 10, (0, 2): 23, (1, 2): 1, (1, 5): 18, (2, 3): 1, (3, 4): 37, (3, 5): 3}",41.00799560546875,7.0,6.0,14.0
25.0,Graph with 6 nodes and 7 edges,"[[0, 1, 1, 0, 0, 0], [1, 0, 1, 0, 0, 1], [1, 1, 0, 1, 0, 0], [0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 0, 0], [0, 1, 0, 1, 0, 0]]",26.0,2.0,Y,"{0: 36, 1: 34, 2: 32, 3: 30, 4: 28, 5: 26}",Y,"{0: 36, 1: 34, 2: 32, 3: 30, 4: 28, 5: 26}","{(0, 1): 7, (0, 2): 29, (1, 2): 2, (1, 5): 25, (2, 3): 1, (3, 4): 28, (3, 5): 1}",51.021575927734375,7.0,6.0,14.0
26.0,Graph with 6 nodes and 10 edges,"[[0, 1, 1, 1, 1, 1], [1, 0, 1, 0, 1, 1], [1, 1, 0, 0, 0, 0], [1, 0, 0, 0, 1, 1], [1, 1, 0, 1, 0, 0], [1, 1, 0, 1, 0, 0]]",25.0,8.0,Y,"{0: 65, 1: 41, 2: 33, 3: 57, 4: 25, 5: 49}",Y,"{0: 65, 1: 41, 2: 33, 3: 57, 4: 25, 5: 49}","{(0, 1): 1, (0, 2): 32, (0, 3): 27, (0, 4): 1, (0, 5): 4, (1, 2): 1, (1, 4): 1, (1, 5): 38, (3, 4): 23, (3, 5): 7}",432.01446533203125,10.0,6.0,20.0
26.0,Graph with 6 nodes and 10 edges,"[[0, 1, 1, 1, 1, 1], [1, 0, 1, 0, 1, 1], [1, 1, 0, 0, 0, 0], [1, 0, 0, 0, 1, 1], [1, 1, 0, 1, 0, 0], [1, 1, 0, 1, 0, 0]]",27.0,2.0,Y,"{0: 27, 1: 37, 2: 31, 3: 35, 4: 29, 5: 33}",Y,"{0: 27, 1: 37, 2: 31, 3: 35, 4: 29, 5: 33}","{(0, 1): 1, (0, 2): 1, (0, 3): 2, (0, 4): 22, (0, 5): 1, (1, 2): 30, (1, 4): 1, (1, 5): 5, (3, 4): 6, (3, 5): 27}",193.11904907226562,10.0,6.0,20.0
26.0,Graph with 6 nodes and 10 edges,"[[0, 1, 1, 1, 1, 1], [1, 0, 1, 0, 1, 1], [1, 1, 0, 0, 0, 0], [1, 0, 0, 0, 1, 1], [1, 1, 0, 1, 0, 0], [1, 1, 0, 1, 0, 0]]",29.0,4.0,Y,"{0: 49, 1: 29, 2: 33, 3: 45, 4: 37, 5: 41}",Y,"{0: 49, 1: 29, 2: 33, 3: 45, 4: 37, 5: 41}","{(0, 1): 1, (0, 2): 32, (0, 3): 5, (0, 4): 1, (0, 5): 10, (1, 2): 1, (1, 4): 1, (1, 5): 26, (3, 4): 35, (3, 5): 5}",303.03001403808594,10.0,6.0,20.0
27.0,Graph with 6 nodes and 11 edges,"[[0, 0, 1, 1, 0, 0], [0, 0, 0, 1, 1, 1], [1, 0, 0, 1, 1, 1], [1, 1, 1, 0, 1, 1], [0, 1, 1, 1, 0, 1], [0, 1, 1, 1, 1, 0]]",29.0,4.0,Y,"{0: 29, 1: 37, 2: 41, 3: 45, 4: 33, 5: 49}",Y,"{0: 29, 1: 37, 2: 41, 3: 45, 4: 33, 5: 49}","{(0, 2): 24, (0, 3): 5, (1, 3): 7, (1, 4): 14, (1, 5): 16, (2, 3): 1, (2, 4): 1, (2, 5): 15, (3, 4): 16, (3, 5): 16, (4, 5): 2}",44.10743713378906,11.0,6.0,22.0
28.0,Graph with 6 nodes and 9 edges,"[[0, 1, 1, 1, 1, 0], [1, 0, 1, 0, 1, 1], [1, 1, 0, 1, 1, 0], [1, 0, 1, 0, 0, 0], [1, 1, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0]]",3.0,6.0,Y,"{0: 33, 1: 15, 2: 9, 3: 21, 4: 27, 5: 3}",Y,"{0: 33, 1: 15, 2: 9, 3: 21, 4: 27, 5: 3}","{(0, 1): 1, (0, 2): 1, (0, 3): 15, (0, 4): 16, (1, 2): 1, (1, 4): 10, (1, 5): 3, (2, 3): 6, (2, 4): 1}",59.1278076171875,9.0,6.0,18.0
28.0,Graph with 6 nodes and 9 edges,"[[0, 1, 1, 1, 1, 0], [1, 0, 1, 0, 1, 1], [1, 1, 0, 1, 1, 0], [1, 0, 1, 0, 0, 0], [1, 1, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0]]",24.0,6.0,Y,"{0: 54, 1: 48, 2: 42, 3: 36, 4: 30, 5: 24}",Y,"{0: 54, 1: 48, 2: 42, 3: 36, 4: 30, 5: 24}","{(0, 1): 1, (0, 2): 25, (0, 3): 27, (0, 4): 1, (1, 2): 1, (1, 4): 22, (1, 5): 24, (2, 3): 9, (2, 4): 7}",859.0221405029297,9.0,6.0,18.0
29.0,Graph with 6 nodes and 6 edges,"[[0, 1, 0, 1, 0, 0], [1, 0, 0, 0, 1, 0], [0, 0, 0, 1, 1, 0], [1, 0, 1, 0, 0, 0], [0, 1, 1, 0, 0, 1], [0, 0, 0, 0, 1, 0]]",5.0,2.0,Y,"{0: 15, 1: 13, 2: 9, 3: 11, 4: 7, 5: 5}",Y,"{0: 15, 1: 13, 2: 9, 3: 11, 4: 7, 5: 5}","{(0, 1): 12, (0, 3): 3, (1, 4): 1, (2, 3): 8, (2, 4): 1, (4, 5): 5}",320.9114074707031,6.0,6.0,12.0
31.0,Graph with 6 nodes and 6 edges,"[[0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 1, 1], [1, 0, 0, 0, 1, 0], [0, 0, 1, 1, 0, 1], [0, 0, 1, 0, 1, 0]]",26.0,6.0,Y,"{0: 50, 1: 38, 2: 44, 3: 56, 4: 32, 5: 26}",Y,"{0: 50, 1: 38, 2: 44, 3: 56, 4: 32, 5: 26}","{(0, 3): 50, (1, 2): 38, (2, 4): 3, (2, 5): 3, (3, 4): 6, (4, 5): 23}",141.8590545654297,6.0,6.0,12.0
33.0,Graph with 6 nodes and 8 edges,"[[0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 1, 0], [1, 0, 0, 1, 1, 0], [0, 1, 1, 0, 0, 1], [1, 1, 1, 0, 0, 0], [1, 0, 0, 1, 0, 0]]",8.0,4.0,Y,"{0: 12, 1: 16, 2: 8, 3: 24, 4: 28, 5: 20}",Y,"{0: 12, 1: 16, 2: 8, 3: 24, 4: 28, 5: 20}","{(0, 2): 1, (0, 4): 10, (0, 5): 1, (1, 3): 1, (1, 4): 15, (2, 3): 4, (2, 4): 3, (3, 5): 19}",257.0152282714844,8.0,6.0,16.0
33.0,Graph with 6 nodes and 8 edges,"[[0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 1, 0], [1, 0, 0, 1, 1, 0], [0, 1, 1, 0, 0, 1], [1, 1, 1, 0, 0, 0], [1, 0, 0, 1, 0, 0]]",12.0,2.0,Y,"{0: 14, 1: 20, 2: 12, 3: 18, 4: 22, 5: 16}",Y,"{0: 14, 1: 20, 2: 12, 3: 18, 4: 22, 5: 16}","{(0, 2): 1, (0, 4): 3, (0, 5): 10, (1, 3): 2, (1, 4): 18, (2, 3): 10, (2, 4): 1, (3, 5): 6}",353.09791564941406,8.0,6.0,16.0
