graph_index,Graph,Adjacency_list,a,d,APG_label_availability,Vertex_labels,APG_label_availability,Vertex_labels,Edge_labels,Gurobi_runtime/microseconds,Gurobi_num_vars,Gurobi_num_constrs,Gurobi_nonzero_coefs
34.0,Graph with 6 nodes and 7 edges,"[[0, 1, 0, 1, 0, 0], [1, 0, 1, 0, 1, 1], [0, 1, 0, 1, 0, 0], [1, 0, 1, 0, 1, 0], [0, 1, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0]]",9.0,6.0,Y,"{0: 15, 1: 39, 2: 27, 3: 33, 4: 21, 5: 9}",Y,"{0: 15, 1: 39, 2: 27, 3: 33, 4: 21, 5: 9}","{(0, 1): 9, (0, 3): 6, (1, 2): 1, (1, 4): 20, (1, 5): 9, (2, 3): 26, (3, 4): 1}",379.0855407714844,7.0,6.0,14.0
35.0,Graph with 6 nodes and 9 edges,"[[0, 0, 1, 0, 1, 0], [0, 0, 1, 0, 0, 1], [1, 1, 0, 1, 1, 1], [0, 0, 1, 0, 0, 1], [1, 0, 1, 0, 0, 1], [0, 1, 1, 1, 1, 0]]",3.0,6.0,Y,"{0: 9, 1: 3, 2: 21, 3: 27, 4: 15, 5: 33}",Y,"{0: 9, 1: 3, 2: 21, 3: 27, 4: 15, 5: 33}","{(0, 2): 1, (0, 4): 8, (1, 2): 1, (1, 5): 2, (2, 3): 5, (2, 4): 6, (2, 5): 8, (3, 5): 22, (4, 5): 1}",687.1223449707031,9.0,6.0,18.0
38.0,Graph with 6 nodes and 8 edges,"[[0, 0, 1, 1, 0, 1], [0, 0, 0, 0, 1, 0], [1, 0, 0, 1, 0, 1], [1, 0, 1, 0, 0, 1], [0, 1, 0, 0, 0, 1], [1, 0, 1, 1, 1, 0]]",26.0,2.0,Y,"{0: 26, 1: 34, 2: 28, 3: 32, 4: 36, 5: 30}",Y,"{0: 26, 1: 34, 2: 28, 3: 32, 4: 36, 5: 30}","{(0, 2): 1, (0, 3): 2, (0, 5): 23, (1, 4): 34, (2, 3): 26, (2, 5): 1, (3, 5): 4, (4, 5): 2}",163.07830810546875,8.0,6.0,16.0
45.0,Graph with 6 nodes and 8 edges,"[[0, 1, 1, 0, 0, 0], [1, 0, 1, 0, 1, 0], [1, 1, 0, 1, 0, 0], [0, 0, 1, 0, 1, 1], [0, 1, 0, 1, 0, 1], [0, 0, 0, 1, 1, 0]]",5.0,2.0,Y,"{0: 5, 1: 7, 2: 11, 3: 13, 4: 9, 5: 15}",Y,"{0: 5, 1: 7, 2: 11, 3: 13, 4: 9, 5: 15}","{(0, 1): 2, (0, 2): 3, (1, 2): 4, (1, 4): 1, (2, 3): 4, (3, 4): 1, (3, 5): 8, (4, 5): 7}",383.8539123535156,8.0,6.0,16.0
47.0,Graph with 6 nodes and 8 edges,"[[0, 1, 1, 0, 1, 1], [1, 0, 1, 1, 0, 1], [1, 1, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0], [1, 0, 0, 1, 0, 0], [1, 1, 0, 0, 0, 0]]",11.0,2.0,Y,"{0: 21, 1: 17, 2: 15, 3: 19, 4: 13, 5: 11}",Y,"{0: 21, 1: 17, 2: 15, 3: 19, 4: 13, 5: 11}","{(0, 1): 2, (0, 2): 8, (0, 4): 1, (0, 5): 10, (1, 2): 7, (1, 3): 7, (1, 5): 1, (3, 4): 12}",329.01763916015625,8.0,6.0,16.0
47.0,Graph with 6 nodes and 8 edges,"[[0, 1, 1, 0, 1, 1], [1, 0, 1, 1, 0, 1], [1, 1, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0], [1, 0, 0, 1, 0, 0], [1, 1, 0, 0, 0, 0]]",19.0,6.0,Y,"{0: 19, 1: 49, 2: 25, 3: 37, 4: 43, 5: 31}",Y,"{0: 19, 1: 49, 2: 25, 3: 37, 4: 43, 5: 31}","{(0, 1): 2, (0, 2): 9, (0, 4): 7, (0, 5): 1, (1, 2): 16, (1, 3): 1, (1, 5): 30, (3, 4): 36}",92.02957153320312,8.0,6.0,16.0
47.0,Graph with 6 nodes and 8 edges,"[[0, 1, 1, 0, 1, 1], [1, 0, 1, 1, 0, 1], [1, 1, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0], [1, 0, 0, 1, 0, 0], [1, 1, 0, 0, 0, 0]]",20.0,2.0,Y,"{0: 24, 1: 26, 2: 20, 3: 30, 4: 28, 5: 22}",Y,"{0: 24, 1: 26, 2: 20, 3: 30, 4: 28, 5: 22}","{(0, 1): 2, (0, 2): 19, (0, 4): 1, (0, 5): 2, (1, 2): 1, (1, 3): 3, (1, 5): 20, (3, 4): 27}",315.9046173095703,8.0,6.0,16.0
47.0,Graph with 6 nodes and 8 edges,"[[0, 1, 1, 0, 1, 1], [1, 0, 1, 1, 0, 1], [1, 1, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0], [1, 0, 0, 1, 0, 0], [1, 1, 0, 0, 0, 0]]",23.0,4.0,Y,"{0: 43, 1: 31, 2: 23, 3: 39, 4: 27, 5: 35}",Y,"{0: 43, 1: 31, 2: 23, 3: 39, 4: 27, 5: 35}","{(0, 1): 1, (0, 2): 7, (0, 4): 1, (0, 5): 34, (1, 2): 16, (1, 3): 13, (1, 5): 1, (3, 4): 26}",310.8978271484375,8.0,6.0,16.0
49.0,Graph with 6 nodes and 10 edges,"[[0, 0, 1, 1, 1, 0], [0, 0, 1, 1, 1, 0], [1, 1, 0, 1, 0, 1], [1, 1, 1, 0, 1, 0], [1, 1, 0, 1, 0, 1], [0, 0, 1, 0, 1, 0]]",7.0,2.0,Y,"{0: 7, 1: 17, 2: 13, 3: 11, 4: 15, 5: 9}",Y,"{0: 7, 1: 17, 2: 13, 3: 11, 4: 15, 5: 9}","{(0, 2): 1, (0, 3): 1, (0, 4): 5, (1, 2): 3, (1, 3): 7, (1, 4): 7, (2, 3): 1, (2, 5): 8, (3, 4): 2, (4, 5): 1}",308.990478515625,10.0,6.0,20.0
49.0,Graph with 6 nodes and 10 edges,"[[0, 0, 1, 1, 1, 0], [0, 0, 1, 1, 1, 0], [1, 1, 0, 1, 0, 1], [1, 1, 1, 0, 1, 0], [1, 1, 0, 1, 0, 1], [0, 0, 1, 0, 1, 0]]",13.0,6.0,Y,"{0: 37, 1: 19, 2: 13, 3: 31, 4: 43, 5: 25}",Y,"{0: 37, 1: 19, 2: 13, 3: 31, 4: 43, 5: 25}","{(0, 2): 1, (0, 3): 20, (0, 4): 16, (1, 2): 10, (1, 3): 8, (1, 4): 1, (2, 3): 1, (2, 5): 1, (3, 4): 2, (4, 5): 24}",191.21170043945312,10.0,6.0,20.0
49.0,Graph with 6 nodes and 10 edges,"[[0, 0, 1, 1, 1, 0], [0, 0, 1, 1, 1, 0], [1, 1, 0, 1, 0, 1], [1, 1, 1, 0, 1, 0], [1, 1, 0, 1, 0, 1], [0, 0, 1, 0, 1, 0]]",16.0,2.0,Y,"{0: 16, 1: 26, 2: 22, 3: 20, 4: 24, 5: 18}",Y,"{0: 16, 1: 26, 2: 22, 3: 20, 4: 24, 5: 18}","{(0, 2): 1, (0, 3): 1, (0, 4): 14, (1, 2): 3, (1, 3): 16, (1, 4): 7, (2, 3): 1, (2, 5): 17, (3, 4): 2, (4, 5): 1}",367.87986755371094,10.0,6.0,20.0
50.0,Graph with 6 nodes and 8 edges,"[[0, 0, 1, 0, 0, 0], [0, 0, 1, 1, 1, 0], [1, 1, 0, 1, 1, 0], [0, 1, 1, 0, 1, 1], [0, 1, 1, 1, 0, 0], [0, 0, 0, 1, 0, 0]]",18.0,8.0,Y,"{0: 50, 1: 42, 2: 58, 3: 34, 4: 26, 5: 18}",Y,"{0: 50, 1: 42, 2: 58, 3: 34, 4: 26, 5: 18}","{(0, 2): 50, (1, 2): 5, (1, 3): 13, (1, 4): 24, (2, 3): 2, (2, 4): 1, (3, 4): 1, (3, 5): 18}",174.99923706054688,8.0,6.0,16.0
50.0,Graph with 6 nodes and 8 edges,"[[0, 0, 1, 0, 0, 0], [0, 0, 1, 1, 1, 0], [1, 1, 0, 1, 1, 0], [0, 1, 1, 0, 1, 1], [0, 1, 1, 1, 0, 0], [0, 0, 0, 1, 0, 0]]",25.0,4.0,Y,"{0: 29, 1: 33, 2: 37, 3: 41, 4: 45, 5: 25}",Y,"{0: 29, 1: 33, 2: 37, 3: 41, 4: 45, 5: 25}","{(0, 2): 29, (1, 2): 4, (1, 3): 1, (1, 4): 28, (2, 3): 1, (2, 4): 3, (3, 4): 14, (3, 5): 25}",204.0863037109375,8.0,6.0,16.0
50.0,Graph with 6 nodes and 8 edges,"[[0, 0, 1, 0, 0, 0], [0, 0, 1, 1, 1, 0], [1, 1, 0, 1, 1, 0], [0, 1, 1, 0, 1, 1], [0, 1, 1, 1, 0, 0], [0, 0, 0, 1, 0, 0]]",29.0,6.0,Y,"{0: 41, 1: 35, 2: 59, 3: 53, 4: 29, 5: 47}",Y,"{0: 41, 1: 35, 2: 59, 3: 53, 4: 29, 5: 47}","{(0, 2): 41, (1, 2): 10, (1, 3): 4, (1, 4): 21, (2, 3): 1, (2, 4): 7, (3, 4): 1, (3, 5): 47}",188.8275146484375,8.0,6.0,16.0
52.0,Graph with 6 nodes and 6 edges,"[[0, 0, 0, 1, 1, 0], [0, 0, 1, 0, 1, 0], [0, 1, 0, 0, 0, 1], [1, 0, 0, 0, 1, 0], [1, 1, 0, 1, 0, 0], [0, 0, 1, 0, 0, 0]]",17.0,2.0,Y,"{0: 23, 1: 17, 2: 27, 3: 21, 4: 25, 5: 19}",Y,"{0: 23, 1: 17, 2: 27, 3: 21, 4: 25, 5: 19}","{(0, 3): 14, (0, 4): 9, (1, 2): 8, (1, 4): 9, (2, 5): 19, (3, 4): 7}",67.94929504394531,6.0,6.0,12.0
56.0,Graph with 6 nodes and 11 edges,"[[0, 0, 1, 1, 0, 1], [0, 0, 1, 1, 1, 1], [1, 1, 0, 1, 1, 0], [1, 1, 1, 0, 0, 1], [0, 1, 1, 0, 0, 1], [1, 1, 0, 1, 1, 0]]",26.0,4.0,Y,"{0: 46, 1: 30, 2: 38, 3: 26, 4: 34, 5: 42}",Y,"{0: 46, 1: 30, 2: 38, 3: 26, 4: 34, 5: 42}","{(0, 2): 11, (0, 3): 11, (0, 5): 24, (1, 2): 3, (1, 3): 1, (1, 4): 16, (1, 5): 10, (2, 3): 7, (2, 4): 17, (3, 5): 7, (4, 5): 1}",50.067901611328125,11.0,6.0,22.0
56.0,Graph with 6 nodes and 11 edges,"[[0, 0, 1, 1, 0, 1], [0, 0, 1, 1, 1, 1], [1, 1, 0, 1, 1, 0], [1, 1, 1, 0, 0, 1], [0, 1, 1, 0, 0, 1], [1, 1, 0, 1, 1, 0]]",27.0,2.0,Y,"{0: 37, 1: 29, 2: 31, 3: 27, 4: 35, 5: 33}",Y,"{0: 37, 1: 29, 2: 31, 3: 27, 4: 35, 5: 33}","{(0, 2): 1, (0, 3): 6, (0, 5): 30, (1, 2): 2, (1, 3): 1, (1, 4): 25, (1, 5): 1, (2, 3): 19, (2, 4): 9, (3, 5): 1, (4, 5): 1}",396.96693420410156,11.0,6.0,22.0
61.0,Graph with 6 nodes and 9 edges,"[[0, 0, 1, 1, 1, 0], [0, 0, 0, 0, 0, 1], [1, 0, 0, 1, 1, 1], [1, 0, 1, 0, 1, 0], [1, 0, 1, 1, 0, 1], [0, 1, 1, 0, 1, 0]]",12.0,6.0,Y,"{0: 42, 1: 24, 2: 12, 3: 36, 4: 18, 5: 30}",Y,"{0: 42, 1: 24, 2: 12, 3: 36, 4: 18, 5: 30}","{(0, 2): 9, (0, 3): 28, (0, 4): 5, (1, 5): 24, (2, 3): 1, (2, 4): 1, (2, 5): 1, (3, 4): 7, (4, 5): 5}",368.1182861328125,9.0,6.0,18.0
61.0,Graph with 6 nodes and 9 edges,"[[0, 0, 1, 1, 1, 0], [0, 0, 0, 0, 0, 1], [1, 0, 0, 1, 1, 1], [1, 0, 1, 0, 1, 0], [1, 0, 1, 1, 0, 1], [0, 1, 1, 0, 1, 0]]",14.0,8.0,Y,"{0: 22, 1: 38, 2: 14, 3: 30, 4: 54, 5: 46}",Y,"{0: 22, 1: 38, 2: 14, 3: 30, 4: 54, 5: 46}","{(0, 2): 7, (0, 3): 1, (0, 4): 14, (1, 5): 38, (2, 3): 1, (2, 4): 5, (2, 5): 1, (3, 4): 28, (4, 5): 7}",106.8115234375,9.0,6.0,18.0
61.0,Graph with 6 nodes and 9 edges,"[[0, 0, 1, 1, 1, 0], [0, 0, 0, 0, 0, 1], [1, 0, 0, 1, 1, 1], [1, 0, 1, 0, 1, 0], [1, 0, 1, 1, 0, 1], [0, 1, 1, 0, 1, 0]]",19.0,6.0,Y,"{0: 49, 1: 31, 2: 19, 3: 43, 4: 25, 5: 37}",Y,"{0: 49, 1: 31, 2: 19, 3: 43, 4: 25, 5: 37}","{(0, 2): 16, (0, 3): 28, (0, 4): 5, (1, 5): 31, (2, 3): 1, (2, 4): 1, (2, 5): 1, (3, 4): 14, (4, 5): 5}",382.9002380371094,9.0,6.0,18.0
61.0,Graph with 6 nodes and 9 edges,"[[0, 0, 1, 1, 1, 0], [0, 0, 0, 0, 0, 1], [1, 0, 0, 1, 1, 1], [1, 0, 1, 0, 1, 0], [1, 0, 1, 1, 0, 1], [0, 1, 1, 0, 1, 0]]",28.0,8.0,Y,"{0: 52, 1: 60, 2: 28, 3: 44, 4: 36, 5: 68}",Y,"{0: 52, 1: 60, 2: 28, 3: 44, 4: 36, 5: 68}","{(0, 2): 4, (0, 3): 42, (0, 4): 6, (1, 5): 60, (2, 3): 1, (2, 4): 22, (2, 5): 1, (3, 4): 1, (4, 5): 7}",423.9082336425781,9.0,6.0,18.0
62.0,Graph with 6 nodes and 7 edges,"[[0, 1, 1, 0, 0, 0], [1, 0, 1, 1, 0, 1], [1, 1, 0, 0, 1, 0], [0, 1, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 1, 0, 1, 0, 0]]",21.0,8.0,Y,"{0: 29, 1: 37, 2: 45, 3: 53, 4: 21, 5: 61}",Y,"{0: 29, 1: 37, 2: 45, 3: 53, 4: 21, 5: 61}","{(0, 1): 16, (0, 2): 13, (1, 2): 11, (1, 3): 1, (1, 5): 9, (2, 4): 21, (3, 5): 52}",293.0164337158203,7.0,6.0,14.0
62.0,Graph with 6 nodes and 7 edges,"[[0, 1, 1, 0, 0, 0], [1, 0, 1, 1, 0, 1], [1, 1, 0, 0, 1, 0], [0, 1, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 1, 0, 1, 0, 0]]",24.0,6.0,Y,"{0: 54, 1: 48, 2: 42, 3: 36, 4: 24, 5: 30}",Y,"{0: 54, 1: 48, 2: 42, 3: 36, 4: 24, 5: 30}","{(0, 1): 38, (0, 2): 16, (1, 2): 2, (1, 3): 7, (1, 5): 1, (2, 4): 24, (3, 5): 29}",69.14138793945312,7.0,6.0,14.0
68.0,Graph with 6 nodes and 10 edges,"[[0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1], [1, 0, 0, 1, 1, 0], [1, 0, 1, 0, 1, 0], [1, 1, 1, 1, 0, 1], [1, 1, 0, 0, 1, 0]]",11.0,2.0,Y,"{0: 21, 1: 15, 2: 11, 3: 19, 4: 13, 5: 17}",Y,"{0: 21, 1: 15, 2: 11, 3: 19, 4: 13, 5: 17}","{(0, 2): 1, (0, 3): 17, (0, 4): 1, (0, 5): 2, (1, 4): 1, (1, 5): 14, (2, 3): 1, (2, 4): 9, (3, 4): 1, (4, 5): 1}",386.95335388183594,10.0,6.0,20.0
69.0,Graph with 6 nodes and 11 edges,"[[0, 1, 0, 1, 1, 1], [1, 0, 0, 1, 1, 1], [0, 0, 0, 1, 0, 0], [1, 1, 1, 0, 1, 1], [1, 1, 0, 1, 0, 1], [1, 1, 0, 1, 1, 0]]",9.0,2.0,Y,"{0: 9, 1: 11, 2: 13, 3: 17, 4: 19, 5: 15}",Y,"{0: 9, 1: 11, 2: 13, 3: 17, 4: 19, 5: 15}","{(0, 1): 5, (0, 3): 1, (0, 4): 2, (0, 5): 1, (1, 3): 1, (1, 4): 4, (1, 5): 1, (2, 3): 13, (3, 4): 1, (3, 5): 1, (4, 5): 12}",40.0543212890625,11.0,6.0,22.0
71.0,Graph with 6 nodes and 10 edges,"[[0, 0, 1, 1, 0, 1], [0, 0, 1, 1, 0, 0], [1, 1, 0, 1, 1, 1], [1, 1, 1, 0, 1, 1], [0, 0, 1, 1, 0, 0], [1, 0, 1, 1, 0, 0]]",4.0,8.0,Y,"{0: 12, 1: 20, 2: 28, 3: 36, 4: 4, 5: 44}",Y,"{0: 12, 1: 20, 2: 28, 3: 36, 4: 4, 5: 44}","{(0, 2): 2, (0, 3): 1, (0, 5): 9, (1, 2): 1, (1, 3): 19, (2, 3): 1, (2, 4): 1, (2, 5): 23, (3, 4): 3, (3, 5): 12}",173.09188842773438,10.0,6.0,20.0
71.0,Graph with 6 nodes and 10 edges,"[[0, 0, 1, 1, 0, 1], [0, 0, 1, 1, 0, 0], [1, 1, 0, 1, 1, 1], [1, 1, 1, 0, 1, 1], [0, 0, 1, 1, 0, 0], [1, 0, 1, 1, 0, 0]]",17.0,2.0,Y,"{0: 21, 1: 17, 2: 27, 3: 25, 4: 19, 5: 23}",Y,"{0: 21, 1: 17, 2: 27, 3: 25, 4: 19, 5: 23}","{(0, 2): 5, (0, 3): 1, (0, 5): 15, (1, 2): 1, (1, 3): 16, (2, 3): 1, (2, 4): 13, (2, 5): 7, (3, 4): 6, (3, 5): 1}",62.9425048828125,10.0,6.0,20.0
71.0,Graph with 6 nodes and 10 edges,"[[0, 0, 1, 1, 0, 1], [0, 0, 1, 1, 0, 0], [1, 1, 0, 1, 1, 1], [1, 1, 1, 0, 1, 1], [0, 0, 1, 1, 0, 0], [1, 0, 1, 1, 0, 0]]",22.0,6.0,Y,"{0: 28, 1: 34, 2: 40, 3: 46, 4: 22, 5: 52}",Y,"{0: 28, 1: 34, 2: 40, 3: 46, 4: 22, 5: 52}","{(0, 2): 1, (0, 3): 1, (0, 5): 26, (1, 2): 1, (1, 3): 33, (2, 3): 1, (2, 4): 12, (2, 5): 25, (3, 4): 10, (3, 5): 1}",65.08827209472656,10.0,6.0,20.0
71.0,Graph with 6 nodes and 10 edges,"[[0, 0, 1, 1, 0, 1], [0, 0, 1, 1, 0, 0], [1, 1, 0, 1, 1, 1], [1, 1, 1, 0, 1, 1], [0, 0, 1, 1, 0, 0], [1, 0, 1, 1, 0, 0]]",26.0,6.0,Y,"{0: 32, 1: 38, 2: 44, 3: 50, 4: 26, 5: 56}",Y,"{0: 32, 1: 38, 2: 44, 3: 50, 4: 26, 5: 56}","{(0, 2): 1, (0, 3): 1, (0, 5): 30, (1, 2): 1, (1, 3): 37, (2, 3): 1, (2, 4): 16, (2, 5): 25, (3, 4): 10, (3, 5): 1}",87.97645568847656,10.0,6.0,20.0
72.0,Graph with 6 nodes and 6 edges,"[[0, 1, 0, 0, 1, 1], [1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1], [1, 0, 0, 1, 1, 0]]",2.0,6.0,Y,"{0: 32, 1: 26, 2: 14, 3: 2, 4: 20, 5: 8}",Y,"{0: 32, 1: 26, 2: 14, 3: 2, 4: 20, 5: 8}","{(0, 1): 26, (0, 4): 3, (0, 5): 3, (2, 4): 14, (3, 5): 2, (4, 5): 3}",143.0511474609375,6.0,6.0,12.0
73.0,Graph with 6 nodes and 7 edges,"[[0, 1, 0, 0, 1, 0], [1, 0, 1, 1, 1, 1], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 1], [1, 1, 0, 0, 0, 0], [0, 1, 0, 1, 0, 0]]",5.0,8.0,Y,"{0: 13, 1: 29, 2: 5, 3: 37, 4: 21, 5: 45}",Y,"{0: 13, 1: 29, 2: 5, 3: 37, 4: 21, 5: 45}","{(0, 1): 3, (0, 4): 10, (1, 2): 5, (1, 3): 1, (1, 4): 11, (1, 5): 9, (3, 5): 36}",268.9361572265625,7.0,6.0,14.0
73.0,Graph with 6 nodes and 7 edges,"[[0, 1, 0, 0, 1, 0], [1, 0, 1, 1, 1, 1], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 1], [1, 1, 0, 0, 0, 0], [0, 1, 0, 1, 0, 0]]",10.0,2.0,Y,"{0: 18, 1: 20, 2: 10, 3: 12, 4: 16, 5: 14}",Y,"{0: 18, 1: 20, 2: 10, 3: 12, 4: 16, 5: 14}","{(0, 1): 4, (0, 4): 14, (1, 2): 10, (1, 3): 1, (1, 4): 2, (1, 5): 3, (3, 5): 11}",55.07469177246094,7.0,6.0,14.0
73.0,Graph with 6 nodes and 7 edges,"[[0, 1, 0, 0, 1, 0], [1, 0, 1, 1, 1, 1], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 1], [1, 1, 0, 0, 0, 0], [0, 1, 0, 1, 0, 0]]",17.0,4.0,Y,"{0: 25, 1: 37, 2: 17, 3: 33, 4: 21, 5: 29}",Y,"{0: 25, 1: 37, 2: 17, 3: 33, 4: 21, 5: 29}","{(0, 1): 9, (0, 4): 16, (1, 2): 17, (1, 3): 5, (1, 4): 5, (1, 5): 1, (3, 5): 28}",68.90296936035156,7.0,6.0,14.0
73.0,Graph with 6 nodes and 7 edges,"[[0, 1, 0, 0, 1, 0], [1, 0, 1, 1, 1, 1], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 1], [1, 1, 0, 0, 0, 0], [0, 1, 0, 1, 0, 0]]",18.0,6.0,Y,"{0: 18, 1: 48, 2: 30, 3: 42, 4: 24, 5: 36}",Y,"{0: 18, 1: 48, 2: 30, 3: 42, 4: 24, 5: 36}","{(0, 1): 2, (0, 4): 16, (1, 2): 30, (1, 3): 7, (1, 4): 8, (1, 5): 1, (3, 5): 35}",72.95608520507812,7.0,6.0,14.0
73.0,Graph with 6 nodes and 7 edges,"[[0, 1, 0, 0, 1, 0], [1, 0, 1, 1, 1, 1], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 1], [1, 1, 0, 0, 0, 0], [0, 1, 0, 1, 0, 0]]",29.0,8.0,Y,"{0: 37, 1: 53, 2: 29, 3: 61, 4: 45, 5: 69}",Y,"{0: 37, 1: 53, 2: 29, 3: 61, 4: 45, 5: 69}","{(0, 1): 3, (0, 4): 34, (1, 2): 29, (1, 3): 1, (1, 4): 11, (1, 5): 9, (3, 5): 60}",75.81710815429688,7.0,6.0,14.0
74.0,Graph with 6 nodes and 8 edges,"[[0, 0, 0, 1, 0, 1], [0, 0, 1, 0, 1, 0], [0, 1, 0, 1, 1, 1], [1, 0, 1, 0, 0, 1], [0, 1, 1, 0, 0, 0], [1, 0, 1, 1, 0, 0]]",12.0,2.0,Y,"{0: 12, 1: 22, 2: 14, 3: 16, 4: 20, 5: 18}",Y,"{0: 12, 1: 22, 2: 14, 3: 16, 4: 20, 5: 18}","{(0, 3): 9, (0, 5): 3, (1, 2): 3, (1, 4): 19, (2, 3): 1, (2, 4): 1, (2, 5): 9, (3, 5): 6}",360.9657287597656,8.0,6.0,16.0
74.0,Graph with 6 nodes and 8 edges,"[[0, 0, 0, 1, 0, 1], [0, 0, 1, 0, 1, 0], [0, 1, 0, 1, 1, 1], [1, 0, 1, 0, 0, 1], [0, 1, 1, 0, 0, 0], [1, 0, 1, 1, 0, 0]]",17.0,8.0,Y,"{0: 25, 1: 33, 2: 41, 3: 49, 4: 57, 5: 17}",Y,"{0: 25, 1: 33, 2: 41, 3: 49, 4: 57, 5: 17}","{(0, 3): 22, (0, 5): 3, (1, 2): 1, (1, 4): 32, (2, 3): 14, (2, 4): 25, (2, 5): 1, (3, 5): 13}",90.12222290039062,8.0,6.0,16.0
75.0,Graph with 6 nodes and 8 edges,"[[0, 0, 0, 1, 1, 1], [0, 0, 1, 1, 0, 0], [0, 1, 0, 0, 1, 0], [1, 1, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1], [1, 0, 0, 1, 1, 0]]",10.0,8.0,Y,"{0: 18, 1: 26, 2: 34, 3: 10, 4: 42, 5: 50}",Y,"{0: 18, 1: 26, 2: 34, 3: 10, 4: 42, 5: 50}","{(0, 3): 4, (0, 4): 1, (0, 5): 13, (1, 2): 25, (1, 3): 1, (2, 4): 9, (3, 5): 5, (4, 5): 32}",331.878662109375,8.0,6.0,16.0
75.0,Graph with 6 nodes and 8 edges,"[[0, 0, 0, 1, 1, 1], [0, 0, 1, 1, 0, 0], [0, 1, 0, 0, 1, 0], [1, 1, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1], [1, 0, 0, 1, 1, 0]]",19.0,2.0,Y,"{0: 29, 1: 23, 2: 19, 3: 25, 4: 21, 5: 27}",Y,"{0: 29, 1: 23, 2: 19, 3: 25, 4: 21, 5: 27}","{(0, 3): 2, (0, 4): 2, (0, 5): 25, (1, 2): 1, (1, 3): 22, (2, 4): 18, (3, 5): 1, (4, 5): 1}",179.05235290527344,8.0,6.0,16.0
75.0,Graph with 6 nodes and 8 edges,"[[0, 0, 0, 1, 1, 1], [0, 0, 1, 1, 0, 0], [0, 1, 0, 0, 1, 0], [1, 1, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1], [1, 0, 0, 1, 1, 0]]",21.0,6.0,Y,"{0: 27, 1: 33, 2: 39, 3: 45, 4: 51, 5: 21}",Y,"{0: 27, 1: 33, 2: 39, 3: 45, 4: 51, 5: 21}","{(0, 3): 22, (0, 4): 4, (0, 5): 1, (1, 2): 11, (1, 3): 22, (2, 4): 28, (3, 5): 1, (4, 5): 19}",612.9741668701172,8.0,6.0,16.0
78.0,Graph with 6 nodes and 10 edges,"[[0, 1, 1, 1, 1, 1], [1, 0, 1, 0, 1, 1], [1, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 1], [1, 1, 0, 0, 0, 1], [1, 1, 0, 1, 1, 0]]",17.0,8.0,Y,"{0: 57, 1: 33, 2: 17, 3: 49, 4: 25, 5: 41}",Y,"{0: 57, 1: 33, 2: 17, 3: 49, 4: 25, 5: 41}","{(0, 1): 18, (0, 2): 4, (0, 3): 33, (0, 4): 1, (0, 5): 1, (1, 2): 13, (1, 4): 1, (1, 5): 1, (3, 5): 16, (4, 5): 23}",572.9198455810547,10.0,6.0,20.0
83.0,Graph with 6 nodes and 9 edges,"[[0, 1, 0, 1, 0, 0], [1, 0, 0, 1, 0, 1], [0, 0, 0, 1, 1, 1], [1, 1, 1, 0, 1, 0], [0, 0, 1, 1, 0, 1], [0, 1, 1, 0, 1, 0]]",6.0,8.0,Y,"{0: 14, 1: 22, 2: 30, 3: 38, 4: 46, 5: 6}",Y,"{0: 14, 1: 22, 2: 30, 3: 38, 4: 46, 5: 6}","{(0, 1): 6, (0, 3): 8, (1, 3): 12, (1, 5): 4, (2, 3): 1, (2, 4): 28, (2, 5): 1, (3, 4): 17, (4, 5): 1}",116.82510375976562,9.0,6.0,18.0
83.0,Graph with 6 nodes and 9 edges,"[[0, 1, 0, 1, 0, 0], [1, 0, 0, 1, 0, 1], [0, 0, 0, 1, 1, 1], [1, 1, 1, 0, 1, 0], [0, 0, 1, 1, 0, 1], [0, 1, 1, 0, 1, 0]]",17.0,2.0,Y,"{0: 17, 1: 27, 2: 21, 3: 25, 4: 19, 5: 23}",Y,"{0: 17, 1: 27, 2: 21, 3: 25, 4: 19, 5: 23}","{(0, 1): 1, (0, 3): 16, (1, 3): 7, (1, 5): 19, (2, 3): 1, (2, 4): 17, (2, 5): 3, (3, 4): 1, (4, 5): 1}",351.90582275390625,9.0,6.0,18.0
