graph_index,Graph,Adjacency_list,a,d,APG_label_availability,Vertex_labels,Edge_labels,Gurobi_runtime
8.0,Graph with 21 nodes and 96 edges,"[[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1], [0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1], [0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1], [0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1], [0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1], [0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0], [1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1], [0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0], [1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1], [0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0], [1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1], [0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1], [0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0], [0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0], [0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1], [1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0]]",4.0,1.0,Y,"{0: 7, 1: 12, 2: 15, 3: 23, 4: 9, 5: 16, 6: 11, 7: 4, 8: 6, 9: 5, 10: 8, 11: 10, 12: 17, 13: 18, 14: 24, 15: 22, 16: 14, 17: 13, 18: 19, 19: 21, 20: 20}","{(0, 6): 1, (0, 9): 2, (0, 12): 1, (0, 14): 1, (0, 15): 1, (0, 20): 1, (1, 2): 1, (1, 3): 1, (1, 5): 1, (1, 14): 4, (1, 15): 1, (1, 17): 1, (1, 18): 1, (1, 19): 1, (1, 20): 1, (2, 3): 1, (2, 7): 1, (2, 12): 1, (2, 13): 6, (2, 14): 1, (2, 15): 1, (2, 18): 1, (2, 19): 1, (2, 20): 1, (3, 4): 4, (3, 5): 1, (3, 11): 3, (3, 12): 1, (3, 13): 1, (3, 14): 1, (3, 15): 3, (3, 16): 1, (3, 17): 1, (3, 19): 1, (3, 20): 4, (4, 6): 1, (4, 13): 1, (4, 18): 1, (4, 19): 1, (4, 20): 1, (5, 6): 1, (5, 11): 1, (5, 13): 1, (5, 14): 1, (5, 15): 6, (5, 16): 1, (5, 17): 1, (5, 18): 1, (5, 19): 1, (6, 10): 1, (6, 12): 1, (6, 13): 1, (6, 15): 1, (6, 20): 4, (7, 11): 1, (7, 12): 1, (7, 16): 1, (8, 9): 1, (8, 11): 1, (8, 12): 1, (8, 15): 1, (8, 16): 1, (8, 18): 1, (9, 13): 1, (9, 14): 1, (10, 12): 1, (10, 13): 1, (10, 16): 1, (10, 17): 1, (10, 20): 3, (11, 15): 1, (11, 17): 1, (11, 18): 1, (11, 19): 1, (12, 14): 1, (12, 15): 4, (12, 19): 4, (12, 20): 1, (13, 16): 1, (13, 17): 1, (13, 18): 3, (13, 19): 1, (14, 15): 1, (14, 16): 5, (14, 17): 5, (14, 18): 1, (14, 19): 1, (14, 20): 1, (15, 16): 1, (15, 20): 1, (16, 18): 1, (16, 20): 1, (17, 18): 1, (17, 19): 1, (18, 19): 7, (19, 20): 1}",3917.0000000012806
8.0,Graph with 21 nodes and 96 edges,"[[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1], [0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1], [0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1], [0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1], [0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1], [0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0], [1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1], [0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0], [1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1], [0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0], [1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1], [0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1], [0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0], [0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0], [0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1], [1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0]]",4.0,2.0,Y,"{0: 12, 1: 22, 2: 20, 3: 42, 4: 8, 5: 34, 6: 18, 7: 6, 8: 14, 9: 4, 10: 10, 11: 16, 12: 28, 13: 38, 14: 44, 15: 40, 16: 26, 17: 24, 18: 30, 19: 36, 20: 32}","{(0, 6): 1, (0, 9): 1, (0, 12): 1, (0, 14): 1, (0, 15): 7, (0, 20): 1, (1, 2): 1, (1, 3): 1, (1, 5): 1, (1, 14): 14, (1, 15): 1, (1, 17): 1, (1, 18): 1, (1, 19): 1, (1, 20): 1, (2, 3): 1, (2, 7): 1, (2, 12): 1, (2, 13): 1, (2, 14): 11, (2, 15): 1, (2, 18): 1, (2, 19): 1, (2, 20): 1, (3, 4): 3, (3, 5): 1, (3, 11): 9, (3, 12): 1, (3, 13): 12, (3, 14): 9, (3, 15): 1, (3, 16): 1, (3, 17): 1, (3, 19): 1, (3, 20): 1, (4, 6): 1, (4, 13): 1, (4, 18): 1, (4, 19): 1, (4, 20): 1, (5, 6): 1, (5, 11): 1, (5, 13): 3, (5, 14): 1, (5, 15): 8, (5, 16): 15, (5, 17): 1, (5, 18): 1, (5, 19): 1, (6, 10): 1, (6, 12): 1, (6, 13): 11, (6, 15): 1, (6, 20): 1, (7, 11): 1, (7, 12): 1, (7, 16): 3, (8, 9): 1, (8, 11): 1, (8, 12): 1, (8, 15): 9, (8, 16): 1, (8, 18): 1, (9, 13): 1, (9, 14): 1, (10, 12): 1, (10, 13): 5, (10, 16): 1, (10, 17): 1, (10, 20): 1, (11, 15): 1, (11, 17): 1, (11, 18): 1, (11, 19): 1, (12, 14): 1, (12, 15): 3, (12, 19): 1, (12, 20): 16, (13, 16): 1, (13, 17): 1, (13, 18): 1, (13, 19): 1, (14, 15): 1, (14, 16): 1, (14, 17): 1, (14, 18): 1, (14, 19): 1, (14, 20): 1, (15, 16): 1, (15, 20): 6, (16, 18): 1, (16, 20): 1, (17, 18): 6, (17, 19): 11, (18, 19): 15, (19, 20): 1}",4659.000000060587
8.0,Graph with 21 nodes and 96 edges,"[[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1], [0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1], [0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1], [0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1], [0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1], [0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0], [1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1], [0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0], [1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1], [0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0], [1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1], [0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1], [0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0], [0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0], [0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1], [1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0]]",4.0,3.0,Y,"{0: 7, 1: 10, 2: 64, 3: 13, 4: 61, 5: 58, 6: 55, 7: 4, 8: 52, 9: 49, 10: 46, 11: 43, 12: 40, 13: 37, 14: 34, 15: 31, 16: 28, 17: 25, 18: 22, 19: 19, 20: 16}","{(0, 6): 1, (0, 9): 1, (0, 12): 2, (0, 14): 1, (0, 15): 1, (0, 20): 1, (1, 2): 1, (1, 3): 1, (1, 5): 2, (1, 14): 1, (1, 15): 1, (1, 17): 1, (1, 18): 1, (1, 19): 1, (1, 20): 1, (2, 3): 1, (2, 7): 1, (2, 12): 29, (2, 13): 5, (2, 14): 4, (2, 15): 20, (2, 18): 1, (2, 19): 1, (2, 20): 1, (3, 4): 1, (3, 5): 1, (3, 11): 1, (3, 12): 1, (3, 13): 1, (3, 14): 1, (3, 15): 1, (3, 16): 1, (3, 17): 1, (3, 19): 1, (3, 20): 1, (4, 6): 48, (4, 13): 5, (4, 18): 1, (4, 19): 1, (4, 20): 5, (5, 6): 1, (5, 11): 17, (5, 13): 1, (5, 14): 1, (5, 15): 1, (5, 16): 13, (5, 17): 1, (5, 18): 12, (5, 19): 8, (6, 10): 1, (6, 12): 1, (6, 13): 1, (6, 15): 1, (6, 20): 1, (7, 11): 1, (7, 12): 1, (7, 16): 1, (8, 9): 28, (8, 11): 20, (8, 12): 1, (8, 15): 1, (8, 16): 1, (8, 18): 1, (9, 13): 1, (9, 14): 19, (10, 12): 1, (10, 13): 19, (10, 16): 7, (10, 17): 17, (10, 20): 1, (11, 15): 1, (11, 17): 1, (11, 18): 1, (11, 19): 1, (12, 14): 1, (12, 15): 1, (12, 19): 1, (12, 20): 1, (13, 16): 1, (13, 17): 1, (13, 18): 1, (13, 19): 1, (14, 15): 1, (14, 16): 1, (14, 17): 1, (14, 18): 1, (14, 19): 1, (14, 20): 1, (15, 16): 1, (15, 20): 1, (16, 18): 1, (16, 20): 1, (17, 18): 1, (17, 19): 1, (18, 19): 1, (19, 20): 1}",4324.999999994361
8.0,Graph with 21 nodes and 96 edges,"[[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1], [0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1], [0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1], [0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1], [0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1], [0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0], [1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1], [0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0], [1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1], [0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0], [1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1], [0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1], [0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0], [0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0], [0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1], [1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0]]",4.0,4.0,Y,"{0: 8, 1: 12, 2: 84, 3: 16, 4: 80, 5: 76, 6: 72, 7: 4, 8: 68, 9: 64, 10: 60, 11: 56, 12: 52, 13: 48, 14: 44, 15: 40, 16: 36, 17: 32, 18: 28, 19: 24, 20: 20}","{(0, 6): 1, (0, 9): 1, (0, 12): 1, (0, 14): 1, (0, 15): 3, (0, 20): 1, (1, 2): 1, (1, 3): 1, (1, 5): 1, (1, 14): 1, (1, 15): 1, (1, 17): 4, (1, 18): 1, (1, 19): 1, (1, 20): 1, (2, 3): 1, (2, 7): 1, (2, 12): 18, (2, 13): 38, (2, 14): 19, (2, 15): 1, (2, 18): 2, (2, 19): 1, (2, 20): 1, (3, 4): 1, (3, 5): 1, (3, 11): 1, (3, 12): 1, (3, 13): 1, (3, 14): 4, (3, 15): 1, (3, 16): 1, (3, 17): 1, (3, 19): 1, (3, 20): 1, (4, 6): 65, (4, 13): 1, (4, 18): 1, (4, 19): 11, (4, 20): 1, (5, 6): 1, (5, 11): 45, (5, 13): 1, (5, 14): 1, (5, 15): 21, (5, 16): 1, (5, 17): 1, (5, 18): 1, (5, 19): 1, (6, 10): 1, (6, 12): 1, (6, 13): 1, (6, 15): 1, (6, 20): 1, (7, 11): 1, (7, 12): 1, (7, 16): 1, (8, 9): 61, (8, 11): 1, (8, 12): 1, (8, 15): 3, (8, 16): 1, (8, 18): 1, (9, 13): 1, (9, 14): 1, (10, 12): 24, (10, 13): 1, (10, 16): 27, (10, 17): 5, (10, 20): 1, (11, 15): 4, (11, 17): 1, (11, 18): 1, (11, 19): 1, (12, 14): 1, (12, 15): 1, (12, 19): 1, (12, 20): 1, (13, 16): 1, (13, 17): 1, (13, 18): 1, (13, 19): 1, (14, 15): 1, (14, 16): 1, (14, 17): 1, (14, 18): 1, (14, 19): 3, (14, 20): 9, (15, 16): 1, (15, 20): 1, (16, 18): 1, (16, 20): 1, (17, 18): 16, (17, 19): 1, (18, 19): 1, (19, 20): 1}",4567.999999949279
8.0,Graph with 21 nodes and 96 edges,"[[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1], [0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1], [0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1], [0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1], [0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1], [0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0], [1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1], [0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0], [1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1], [0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0], [1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1], [0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1], [0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0], [0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0], [0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1], [1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0]]",4.0,5.0,Y,"{0: 9, 1: 104, 2: 14, 3: 99, 4: 94, 5: 89, 6: 84, 7: 4, 8: 79, 9: 74, 10: 69, 11: 64, 12: 59, 13: 54, 14: 49, 15: 44, 16: 39, 17: 34, 18: 29, 19: 24, 20: 19}","{(0, 6): 1, (0, 9): 1, (0, 12): 1, (0, 14): 1, (0, 15): 4, (0, 20): 1, (1, 2): 1, (1, 3): 18, (1, 5): 79, (1, 14): 1, (1, 15): 1, (1, 17): 1, (1, 18): 1, (1, 19): 1, (1, 20): 1, (2, 3): 5, (2, 7): 1, (2, 12): 1, (2, 13): 1, (2, 14): 1, (2, 15): 1, (2, 18): 1, (2, 19): 1, (2, 20): 1, (3, 4): 1, (3, 5): 1, (3, 11): 1, (3, 12): 1, (3, 13): 21, (3, 14): 10, (3, 15): 1, (3, 16): 30, (3, 17): 1, (3, 19): 1, (3, 20): 8, (4, 6): 71, (4, 13): 1, (4, 18): 19, (4, 19): 1, (4, 20): 1, (5, 6): 1, (5, 11): 1, (5, 13): 1, (5, 14): 1, (5, 15): 1, (5, 16): 1, (5, 17): 1, (5, 18): 1, (5, 19): 1, (6, 10): 7, (6, 12): 1, (6, 13): 1, (6, 15): 1, (6, 20): 1, (7, 11): 1, (7, 12): 1, (7, 16): 1, (8, 9): 71, (8, 11): 4, (8, 12): 1, (8, 15): 1, (8, 16): 1, (8, 18): 1, (9, 13): 1, (9, 14): 1, (10, 12): 22, (10, 13): 24, (10, 16): 1, (10, 17): 14, (10, 20): 1, (11, 15): 30, (11, 17): 13, (11, 18): 1, (11, 19): 13, (12, 14): 28, (12, 15): 1, (12, 19): 1, (12, 20): 1, (13, 16): 1, (13, 17): 1, (13, 18): 1, (13, 19): 1, (14, 15): 1, (14, 16): 1, (14, 17): 1, (14, 18): 1, (14, 19): 1, (14, 20): 1, (15, 16): 1, (15, 20): 1, (16, 18): 1, (16, 20): 1, (17, 18): 1, (17, 19): 1, (18, 19): 1, (19, 20): 1}",4790.999999954693
