,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,sample_3000_20,qpu_access_time_3000_20,optimal_3000_20,sample_5000_20,qpu_access_time_5000_20,optimal_5000_20,sample_1000_700,qpu_access_time_1000_700,optimal_1000_700,sample_2000_300,qpu_access_time_2000_300,optimal_2000_300,sample_3000_100,qpu_access_time_3000_100,optimal_3000_100,sample_2000_200,qpu_access_time_2000_200,optimal_2000_200,sample_1000_500,qpu_access_time_1000_500,optimal_1000_500
0,0,0,0,0,0,0,"{'T00': 0, 'T01': 1, 'T02': 0, 'T03': 0, 'T04': 1, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T14': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 0, 'T34': 1, 'T40': 0, 'T41': 1, 'T42': 1, 'T43': 0, 'T44': 0, 'y00': 0, 'y01': 1, 'y02': 1, 'y10': 0, 'y11': 0, 'y12': 0, 'y20': 1, 'y21': 0, 'y22': 0, 'y30': 1, 'y31': 0, 'y32': 0}",276147.61,N,"{'T00': 0, 'T01': 1, 'T02': 0, 'T03': 0, 'T04': 1, 'T10': 0, 'T11': 0, 'T12': 0, 'T13': 1, 'T14': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 1, 'T32': 0, 'T33': 0, 'T34': 1, 'T40': 0, 'T41': 0, 'T42': 1, 'T43': 1, 'T44': 0, 'y00': 1, 'y01': 1, 'y02': 1, 'y10': 0, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 0, 'y22': 1, 'y30': 1, 'y31': 0, 'y32': 0}",447427.61,N,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 0, 'T04': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 0, 'T34': 1, 'T40': 0, 'T41': 1, 'T42': 0, 'T43': 0, 'T44': 1, 'y00': 1, 'y01': 0, 'y02': 1, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 1, 'y22': 0, 'y30': 1, 'y31': 0, 'y32': 0}",784867.21,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T04': 1, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T14': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'T34': 1, 'T40': 1, 'T41': 0, 'T42': 1, 'T43': 0, 'T44': 0, 'y00': 1, 'y01': 1, 'y02': 1, 'y10': 0, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 1, 'y22': 0, 'y30': 0, 'y31': 0, 'y32': 0}",750507.21,N,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 1, 'T04': 0, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'T34': 0, 'T40': 0, 'T41': 1, 'T42': 1, 'T43': 0, 'T44': 0, 'y00': 0, 'y01': 0, 'y02': 1, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 1, 'y22': 0, 'y30': 0, 'y31': 0, 'y32': 0}",516147.21,N,"{'T00': 0, 'T01': 1, 'T02': 0, 'T03': 0, 'T04': 0, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T14': 0, 'T20': 0, 'T21': 0, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 0, 'T34': 0, 'T40': 0, 'T41': 0, 'T42': 0, 'T43': 0, 'T44': 1, 'y00': 1, 'y01': 0, 'y02': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y20': 1, 'y21': 1, 'y22': 0, 'y30': 1, 'y31': 0, 'y32': 0}",550507.21,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 0, 'T04': 1, 'T10': 0, 'T11': 0, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 1, 'T21': 0, 'T22': 1, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 0, 'T34': 1, 'T40': 0, 'T41': 0, 'T42': 1, 'T43': 1, 'T44': 0, 'y00': 1, 'y01': 0, 'y02': 1, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 1, 'y21': 0, 'y22': 0, 'y30': 1, 'y31': 1, 'y32': 0}",584867.21,N
1,1,1,1,1,1,1,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 0, 'T04': 0, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 0, 'T21': 0, 'T22': 0, 'T23': 1, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 0, 'T34': 0, 'T40': 0, 'T41': 0, 'T42': 0, 'T43': 1, 'T44': 1, 'y00': 0, 'y01': 0, 'y02': 0, 'y10': 0, 'y11': 0, 'y12': 1, 'y20': 1, 'y21': 1, 'y22': 0, 'y30': 0, 'y31': 1, 'y32': 1, 'y40': 0, 'y41': 0, 'y42': 0}",373227.21,N,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 0, 'T04': 0, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 1, 'T21': 0, 'T22': 1, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 0, 'T34': 0, 'T40': 0, 'T41': 0, 'T42': 0, 'T43': 1, 'T44': 1, 'y00': 0, 'y01': 0, 'y02': 0, 'y10': 0, 'y11': 0, 'y12': 1, 'y20': 1, 'y21': 1, 'y22': 0, 'y30': 1, 'y31': 0, 'y32': 1, 'y40': 0, 'y41': 0, 'y42': 0}",609227.21,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T04': 0, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 1, 'T21': 1, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 1, 'T33': 0, 'T34': 0, 'T40': 0, 'T41': 0, 'T42': 0, 'T43': 1, 'T44': 1, 'y00': 1, 'y01': 0, 'y02': 0, 'y10': 0, 'y11': 0, 'y12': 1, 'y20': 1, 'y21': 1, 'y22': 0, 'y30': 0, 'y31': 1, 'y32': 0, 'y40': 1, 'y41': 1, 'y42': 0}",817226.81,N,"{'T00': 1, 'T01': 0, 'T02': 0, 'T03': 0, 'T04': 0, 'T10': 1, 'T11': 1, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 0, 'T21': 0, 'T22': 0, 'T23': 1, 'T24': 0, 'T30': 0, 'T31': 1, 'T32': 0, 'T33': 0, 'T34': 0, 'T40': 0, 'T41': 0, 'T42': 0, 'T43': 1, 'T44': 1, 'y00': 0, 'y01': 0, 'y02': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y20': 1, 'y21': 1, 'y22': 0, 'y30': 1, 'y31': 1, 'y32': 1, 'y40': 0, 'y41': 1, 'y42': 0}",815226.81,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T04': 0, 'T10': 0, 'T11': 0, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 0, 'T34': 1, 'T40': 0, 'T41': 0, 'T42': 1, 'T43': 0, 'T44': 0, 'y00': 0, 'y01': 1, 'y02': 1, 'y10': 0, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y30': 0, 'y31': 0, 'y32': 0, 'y40': 0, 'y41': 1, 'y42': 0}",613226.81,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 0, 'T04': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 1, 'T21': 1, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 1, 'T33': 0, 'T34': 0, 'T40': 0, 'T41': 0, 'T42': 1, 'T43': 1, 'T44': 0, 'y00': 0, 'y01': 0, 'y02': 1, 'y10': 0, 'y11': 0, 'y12': 1, 'y20': 1, 'y21': 0, 'y22': 0, 'y30': 0, 'y31': 0, 'y32': 1, 'y40': 0, 'y41': 0, 'y42': 0}",615226.81,N,"{'T00': 0, 'T01': 1, 'T02': 1, 'T03': 0, 'T04': 0, 'T10': 0, 'T11': 0, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 0, 'T21': 1, 'T22': 1, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 0, 'T34': 1, 'T40': 0, 'T41': 0, 'T42': 0, 'T43': 1, 'T44': 1, 'y00': 1, 'y01': 0, 'y02': 1, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 1, 'y21': 0, 'y22': 0, 'y30': 1, 'y31': 1, 'y32': 1, 'y40': 1, 'y41': 1, 'y42': 0}",617226.81,N
2,2,2,2,2,2,2,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 0, 'T04': 0, 'T10': 1, 'T11': 0, 'T12': 1, 'T13': 1, 'T14': 0, 'T20': 0, 'T21': 0, 'T22': 0, 'T23': 0, 'T24': 1, 'T30': 1, 'T31': 0, 'T32': 0, 'T33': 0, 'T34': 0, 'T40': 0, 'T41': 1, 'T42': 1, 'T43': 1, 'T44': 1, 'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 1, 'y21': 1, 'y22': 1, 'y23': 1, 'y30': 1, 'y31': 0, 'y32': 1, 'y33': 1, 'y40': 0, 'y41': 0, 'y42': 0, 'y43': 0}",294507.61,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 0, 'T04': 0, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 1, 'T14': 0, 'T20': 1, 'T21': 0, 'T22': 1, 'T23': 0, 'T24': 0, 'T30': 1, 'T31': 0, 'T32': 0, 'T33': 0, 'T34': 0, 'T40': 0, 'T41': 1, 'T42': 1, 'T43': 1, 'T44': 0, 'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 1, 'y21': 0, 'y22': 0, 'y23': 1, 'y30': 1, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 0, 'y41': 0, 'y42': 0, 'y43': 0}",478027.61,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 0, 'T04': 0, 'T10': 0, 'T11': 1, 'T12': 1, 'T13': 0, 'T14': 0, 'T20': 1, 'T21': 1, 'T22': 0, 'T23': 1, 'T24': 0, 'T30': 1, 'T31': 1, 'T32': 0, 'T33': 0, 'T34': 0, 'T40': 0, 'T41': 0, 'T42': 1, 'T43': 1, 'T44': 1, 'y00': 1, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 1, 'y22': 0, 'y23': 1, 'y30': 0, 'y31': 1, 'y32': 1, 'y33': 1, 'y40': 0, 'y41': 1, 'y42': 0, 'y43': 0}",790987.21,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 0, 'T04': 0, 'T10': 0, 'T11': 1, 'T12': 1, 'T13': 0, 'T14': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T24': 1, 'T30': 1, 'T31': 0, 'T32': 0, 'T33': 0, 'T34': 0, 'T40': 0, 'T41': 0, 'T42': 1, 'T43': 1, 'T44': 1, 'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 1, 'y21': 0, 'y22': 0, 'y23': 1, 'y30': 1, 'y31': 1, 'y32': 1, 'y33': 1, 'y40': 0, 'y41': 0, 'y42': 0, 'y43': 0}",762747.21,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 0, 'T04': 0, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 1, 'T14': 0, 'T20': 0, 'T21': 0, 'T22': 0, 'T23': 0, 'T24': 1, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 0, 'T34': 0, 'T40': 0, 'T41': 1, 'T42': 1, 'T43': 1, 'T44': 1, 'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 1, 'y21': 1, 'y22': 1, 'y23': 1, 'y30': 1, 'y31': 0, 'y32': 1, 'y33': 1, 'y40': 0, 'y41': 0, 'y42': 0, 'y43': 0}",534507.21,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 0, 'T04': 0, 'T10': 0, 'T11': 1, 'T12': 1, 'T13': 0, 'T14': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 1, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 0, 'T34': 0, 'T40': 0, 'T41': 0, 'T42': 1, 'T43': 1, 'T44': 1, 'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 1, 'y21': 1, 'y22': 0, 'y23': 1, 'y30': 0, 'y31': 1, 'y32': 1, 'y33': 1, 'y40': 0, 'y41': 0, 'y42': 0, 'y43': 0}",562747.21,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 0, 'T04': 0, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T14': 0, 'T20': 1, 'T21': 1, 'T22': 0, 'T23': 0, 'T24': 1, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 0, 'T34': 0, 'T40': 0, 'T41': 0, 'T42': 1, 'T43': 1, 'T44': 1, 'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 1, 'y30': 1, 'y31': 1, 'y32': 1, 'y33': 1, 'y40': 1, 'y41': 0, 'y42': 0, 'y43': 0}",590987.21,N
3,3,3,3,3,3,3,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 0, 'T04': 0, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 1, 'T32': 0, 'T33': 0, 'T34': 1, 'T40': 0, 'T41': 0, 'T42': 0, 'T43': 1, 'T44': 1, 'y00': 0, 'y01': 0, 'y02': 0, 'y10': 1, 'y11': 1, 'y12': 0, 'y20': 0, 'y21': 1, 'y22': 0, 'y30': 1, 'y31': 0, 'y32': 0, 'y40': 0, 'y41': 1, 'y42': 0}",308308.41,N,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 0, 'T04': 0, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 1, 'T32': 0, 'T33': 0, 'T34': 1, 'T40': 0, 'T41': 0, 'T42': 0, 'T43': 1, 'T44': 1, 'y00': 0, 'y01': 0, 'y02': 0, 'y10': 0, 'y11': 1, 'y12': 0, 'y20': 1, 'y21': 0, 'y22': 0, 'y30': 1, 'y31': 0, 'y32': 0, 'y40': 1, 'y41': 1, 'y42': 0}",501028.41,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T04': 0, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T14': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 1, 'T32': 0, 'T33': 0, 'T34': 1, 'T40': 0, 'T41': 0, 'T42': 0, 'T43': 0, 'T44': 1, 'y00': 0, 'y01': 0, 'y02': 0, 'y10': 1, 'y11': 1, 'y12': 0, 'y20': 1, 'y21': 1, 'y22': 0, 'y30': 1, 'y31': 0, 'y32': 0, 'y40': 0, 'y41': 0, 'y42': 0}",795588.01,N,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 0, 'T04': 0, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 1, 'T32': 0, 'T33': 0, 'T34': 1, 'T40': 0, 'T41': 0, 'T42': 0, 'T43': 1, 'T44': 1, 'y00': 0, 'y01': 0, 'y02': 0, 'y10': 0, 'y11': 1, 'y12': 0, 'y20': 1, 'y21': 0, 'y22': 0, 'y30': 1, 'y31': 0, 'y32': 0, 'y40': 1, 'y41': 1, 'y42': 0}",771948.01,N,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 0, 'T04': 0, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 1, 'T32': 0, 'T33': 0, 'T34': 1, 'T40': 0, 'T41': 0, 'T42': 0, 'T43': 1, 'T44': 1, 'y00': 0, 'y01': 0, 'y02': 0, 'y10': 0, 'y11': 1, 'y12': 0, 'y20': 0, 'y21': 1, 'y22': 0, 'y30': 1, 'y31': 0, 'y32': 0, 'y40': 1, 'y41': 1, 'y42': 0}",548308.01,N,"{'T00': 0, 'T01': 1, 'T02': 0, 'T03': 0, 'T04': 0, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 0, 'T34': 1, 'T40': 0, 'T41': 0, 'T42': 0, 'T43': 0, 'T44': 1, 'y00': 0, 'y01': 0, 'y02': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 1, 'y22': 0, 'y30': 1, 'y31': 0, 'y32': 0, 'y40': 1, 'y41': 0, 'y42': 0}",571948.01,N,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 0, 'T04': 0, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T14': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 1, 'T32': 0, 'T33': 0, 'T34': 1, 'T40': 0, 'T41': 1, 'T42': 0, 'T43': 0, 'T44': 1, 'y00': 0, 'y01': 0, 'y02': 0, 'y10': 1, 'y11': 1, 'y12': 0, 'y20': 1, 'y21': 1, 'y22': 0, 'y30': 0, 'y31': 0, 'y32': 0, 'y40': 1, 'y41': 0, 'y42': 0}",595588.01,N
4,4,4,4,4,4,4,"{'T00': 0, 'T01': 1, 'T02': 0, 'T03': 0, 'T04': 0, 'T10': 0, 'T11': 0, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 0, 'T21': 0, 'T22': 0, 'T23': 1, 'T24': 0, 'T30': 1, 'T31': 0, 'T32': 1, 'T33': 0, 'T34': 0, 'T40': 1, 'T41': 0, 'T42': 0, 'T43': 0, 'T44': 1, 'y00': 1, 'y01': 0, 'y02': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y20': 1, 'y21': 0, 'y22': 0, 'y30': 1, 'y31': 1, 'y32': 1, 'y40': 1, 'y41': 0, 'y42': 0}",363387.61,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 0, 'T04': 0, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 0, 'T21': 0, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 1, 'T32': 1, 'T33': 0, 'T34': 0, 'T40': 0, 'T41': 0, 'T42': 0, 'T43': 1, 'T44': 0, 'y00': 0, 'y01': 0, 'y02': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y20': 1, 'y21': 0, 'y22': 0, 'y30': 1, 'y31': 0, 'y32': 0, 'y40': 0, 'y41': 0, 'y42': 1}",592827.61,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 0, 'T04': 1, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 0, 'T21': 0, 'T22': 0, 'T23': 1, 'T24': 0, 'T30': 1, 'T31': 0, 'T32': 1, 'T33': 0, 'T34': 0, 'T40': 0, 'T41': 0, 'T42': 0, 'T43': 1, 'T44': 1, 'y00': 1, 'y01': 0, 'y02': 0, 'y10': 1, 'y11': 1, 'y12': 1, 'y20': 0, 'y21': 1, 'y22': 0, 'y30': 1, 'y31': 1, 'y32': 1, 'y40': 0, 'y41': 0, 'y42': 0}",813947.21,N,"{'T00': 0, 'T01': 1, 'T02': 0, 'T03': 0, 'T04': 0, 'T10': 1, 'T11': 0, 'T12': 1, 'T13': 0, 'T14': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 0, 'T34': 1, 'T40': 0, 'T41': 0, 'T42': 0, 'T43': 1, 'T44': 0, 'y00': 0, 'y01': 0, 'y02': 0, 'y10': 0, 'y11': 1, 'y12': 0, 'y20': 1, 'y21': 0, 'y22': 1, 'y30': 1, 'y31': 0, 'y32': 0, 'y40': 0, 'y41': 1, 'y42': 0}",808667.21,N,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 0, 'T04': 0, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'T34': 0, 'T40': 0, 'T41': 0, 'T42': 1, 'T43': 0, 'T44': 0, 'y00': 0, 'y01': 1, 'y02': 0, 'y10': 0, 'y11': 1, 'y12': 0, 'y20': 0, 'y21': 1, 'y22': 0, 'y30': 0, 'y31': 0, 'y32': 0, 'y40': 1, 'y41': 0, 'y42': 0}",603387.21,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 0, 'T04': 0, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 1, 'T24': 0, 'T30': 0, 'T31': 1, 'T32': 1, 'T33': 0, 'T34': 0, 'T40': 0, 'T41': 0, 'T42': 0, 'T43': 0, 'T44': 1, 'y00': 0, 'y01': 0, 'y02': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y20': 1, 'y21': 1, 'y22': 0, 'y30': 0, 'y31': 1, 'y32': 1, 'y40': 0, 'y41': 1, 'y42': 0}",608667.21,N,"{'T00': 0, 'T01': 1, 'T02': 0, 'T03': 0, 'T04': 0, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 0, 'T21': 0, 'T22': 0, 'T23': 1, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 1, 'T33': 0, 'T34': 0, 'T40': 1, 'T41': 0, 'T42': 0, 'T43': 0, 'T44': 1, 'y00': 0, 'y01': 1, 'y02': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y20': 1, 'y21': 0, 'y22': 0, 'y30': 1, 'y31': 1, 'y32': 1, 'y40': 0, 'y41': 0, 'y42': 0}",613947.21,N
