,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,sample_2000_20,qpu_access_time_2000_20,optimal_2000_20,sample_3000_20,qpu_access_time_3000_20,optimal_3000_20,sample_5000_20,qpu_access_time_5000_20,optimal_5000_20,sample_4000_60,qpu_access_time_4000_60,optimal_4000_60,sample_2000_200,qpu_access_time_2000_200,optimal_2000_200,sample_2000_300,qpu_access_time_2000_300,optimal_2000_300,sample_1000_700,qpu_access_time_1000_700,optimal_1000_700,sample_1000_500,qpu_access_time_1000_500,optimal_1000_500,sample_2000_100,qpu_access_time_2000_100,optimal_2000_100,sample_2000_150,qpu_access_time_2000_150,optimal_2000_150,sample_3000_100,qpu_access_time_3000_100,optimal_3000_100,sample_1000_300,qpu_access_time_1000_300,optimal_1000_300
0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 1, 'T33': 0, 'y00': 0, 'y01': 1, 'y10': 1, 'y11': 0, 'y20': 1, 'y21': 0}",183947.61,Y,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 1, 'T33': 0, 'y00': 0, 'y01': 1, 'y10': 1, 'y11': 0, 'y20': 1, 'y21': 0}",266307.61,Y,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 1, 'T33': 0, 'y00': 0, 'y01': 1, 'y10': 1, 'y11': 0, 'y20': 1, 'y21': 0}",431027.61,Y,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 1, 'T33': 0, 'y00': 0, 'y01': 1, 'y10': 1, 'y11': 0, 'y20': 1, 'y21': 0}",508667.61,Y,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 1, 'T33': 0, 'y00': 0, 'y01': 1, 'y10': 1, 'y11': 0, 'y20': 1, 'y21': 0}",543947.21,Y,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 1, 'T33': 0, 'y00': 0, 'y01': 1, 'y10': 1, 'y11': 0, 'y20': 1, 'y21': 0}",743947.21,Y,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 1, 'T33': 0, 'y00': 0, 'y01': 1, 'y10': 1, 'y11': 0, 'y20': 1, 'y21': 0}",781587.21,Y,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 1, 'T33': 0, 'y00': 0, 'y01': 1, 'y10': 1, 'y11': 0, 'y20': 1, 'y21': 0}",581587.61,Y,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 1, 'T33': 0, 'y00': 0, 'y01': 1, 'y10': 1, 'y11': 0, 'y20': 1, 'y21': 0}",343947.61,Y,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 1, 'T33': 0, 'y00': 0, 'y01': 1, 'y10': 1, 'y11': 0, 'y20': 1, 'y21': 0}",443947.61,Y,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 1, 'T33': 0, 'y00': 0, 'y01': 1, 'y10': 1, 'y11': 0, 'y20': 1, 'y21': 0}",506307.21,Y,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 1, 'T33': 0, 'y00': 0, 'y01': 1, 'y10': 1, 'y11': 0, 'y20': 1, 'y21': 0}",381587.21,Y
1,1,1,1,1,1,1,1,1,1,1,1,1,1,"{'T00': 0, 'T01': 1, 'T02': 0, 'T03': 1, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 0, 'T22': 1, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 1, 'y01': 0, 'y02': 1, 'y10': 1, 'y11': 1, 'y12': 0, 'y20': 1, 'y21': 1, 'y22': 0}",186187.61,N,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 0, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 1, 'y01': 0, 'y02': 0, 'y10': 1, 'y11': 1, 'y12': 0, 'y20': 1, 'y21': 1, 'y22': 0}",269667.61,Y,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 1, 'T33': 0, 'y00': 1, 'y01': 1, 'y02': 0, 'y10': 1, 'y11': 1, 'y12': 0, 'y20': 1, 'y21': 0, 'y22': 0}",436627.61,Y,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 0, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 1, 'y01': 0, 'y02': 0, 'y10': 1, 'y11': 1, 'y12': 0, 'y20': 1, 'y21': 1, 'y22': 0}",513147.61,Y,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 0, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 1, 'y01': 0, 'y02': 0, 'y10': 1, 'y11': 1, 'y12': 0, 'y20': 1, 'y21': 1, 'y22': 0}",546187.21,Y,"{'T00': 0, 'T01': 1, 'T02': 0, 'T03': 0, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 1, 'y01': 0, 'y02': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 1, 'y21': 0, 'y22': 1}",746187.21,Y,"{'T00': 0, 'T01': 1, 'T02': 0, 'T03': 0, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 1, 'y01': 0, 'y02': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 1, 'y21': 0, 'y22': 1}",782707.21,Y,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 0, 'T22': 1, 'T23': 0, 'T30': 0, 'T31': 1, 'T32': 0, 'T33': 0, 'y00': 1, 'y01': 0, 'y02': 1, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 1, 'y21': 0, 'y22': 0}",582707.61,Y,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 0, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 1, 'y01': 0, 'y02': 0, 'y10': 1, 'y11': 1, 'y12': 0, 'y20': 1, 'y21': 1, 'y22': 0}",346187.61,Y,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 0, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 1, 'y01': 0, 'y02': 0, 'y10': 1, 'y11': 1, 'y12': 0, 'y20': 1, 'y21': 1, 'y22': 0}",446187.61,Y,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 0, 'T22': 1, 'T23': 0, 'T30': 0, 'T31': 1, 'T32': 0, 'T33': 0, 'y00': 1, 'y01': 0, 'y02': 1, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 1, 'y21': 0, 'y22': 0}",509667.21,Y,"{'T00': 1, 'T01': 0, 'T02': 1, 'T03': 0, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 1, 'y01': 0, 'y02': 0, 'y10': 1, 'y11': 1, 'y12': 0, 'y20': 1, 'y21': 1, 'y22': 0}",382707.21,N
2,2,2,2,2,2,2,2,2,2,2,2,2,2,"{'T00': 0, 'T01': 1, 'T02': 0, 'T03': 0, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 1, 'y01': 0, 'y02': 0, 'y10': 0, 'y11': 1, 'y12': 0, 'y20': 1, 'y21': 1, 'y22': 1}",210587.61,Y,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 0, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 1, 'y01': 0, 'y02': 0, 'y10': 1, 'y11': 0, 'y12': 1, 'y20': 0, 'y21': 0, 'y22': 1}",306267.61,Y,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 1, 'T33': 0, 'y00': 0, 'y01': 0, 'y02': 1, 'y10': 1, 'y11': 0, 'y12': 1, 'y20': 1, 'y21': 0, 'y22': 0}",497627.61,Y,"{'T00': 0, 'T01': 1, 'T02': 0, 'T03': 0, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 1, 'y01': 0, 'y02': 0, 'y10': 0, 'y11': 1, 'y12': 0, 'y20': 1, 'y21': 1, 'y22': 1}",561947.61,Y,"{'T00': 0, 'T01': 1, 'T02': 0, 'T03': 0, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 1, 'y01': 0, 'y02': 0, 'y10': 0, 'y11': 1, 'y12': 0, 'y20': 1, 'y21': 1, 'y22': 1}",570587.21,Y,"{'T00': 0, 'T01': 1, 'T02': 0, 'T03': 0, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 1, 'y01': 0, 'y02': 0, 'y10': 0, 'y11': 1, 'y12': 0, 'y20': 1, 'y21': 1, 'y22': 1}",770587.21,Y,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 0, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 1, 'y01': 0, 'y02': 0, 'y10': 1, 'y11': 0, 'y12': 1, 'y20': 0, 'y21': 0, 'y22': 1}",794907.21,Y,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 0, 'T22': 1, 'T23': 0, 'T30': 0, 'T31': 1, 'T32': 0, 'T33': 0, 'y00': 1, 'y01': 1, 'y02': 1, 'y10': 0, 'y11': 1, 'y12': 0, 'y20': 1, 'y21': 0, 'y22': 0}",594907.61,Y,"{'T00': 0, 'T01': 1, 'T02': 0, 'T03': 0, 'T10': 1, 'T11': 0, 'T12': 1, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 1, 'y01': 0, 'y02': 0, 'y10': 0, 'y11': 1, 'y12': 0, 'y20': 1, 'y21': 1, 'y22': 1}",370587.61,N,"{'T00': 0, 'T01': 1, 'T02': 0, 'T03': 0, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 1, 'y01': 0, 'y02': 0, 'y10': 0, 'y11': 1, 'y12': 0, 'y20': 1, 'y21': 1, 'y22': 1}",470587.61,Y,"{'T00': 0, 'T01': 1, 'T02': 0, 'T03': 0, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 1, 'y01': 0, 'y02': 0, 'y10': 0, 'y11': 1, 'y12': 0, 'y20': 1, 'y21': 1, 'y22': 1}",546267.21,Y,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 0, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 1, 'T33': 0, 'y00': 0, 'y01': 0, 'y02': 1, 'y10': 1, 'y11': 0, 'y12': 1, 'y20': 1, 'y21': 0, 'y22': 0}",394907.21,N
3,3,3,3,3,3,3,3,3,3,3,3,3,3,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 0, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 0, 'y01': 1, 'y02': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 1, 'y21': 1, 'y22': 0}",186028.01,Y,"{'T00': 0, 'T01': 1, 'T02': 0, 'T03': 0, 'T10': 1, 'T11': 0, 'T12': 1, 'T13': 0, 'T20': 0, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 0, 'y01': 1, 'y02': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 0, 'y22': 1}",269428.01,N,"{'T00': 0, 'T01': 1, 'T02': 0, 'T03': 0, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 0, 'y01': 1, 'y02': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 0, 'y22': 1}",436228.01,Y,"{'T00': 0, 'T01': 1, 'T02': 0, 'T03': 0, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 0, 'y01': 1, 'y02': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 0, 'y22': 1}",512828.01,Y,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 0, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 0, 'y01': 1, 'y02': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 1, 'y21': 1, 'y22': 0}",546027.61,Y,"{'T00': 1, 'T01': 1, 'T02': 0, 'T03': 0, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T20': 0, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 0, 'y01': 1, 'y02': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 0, 'y22': 1}",746027.61,N,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 0, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 0, 'y01': 1, 'y02': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 1, 'y21': 1, 'y22': 0}",782627.61,Y,"{'T00': 0, 'T01': 1, 'T02': 0, 'T03': 0, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 1, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 0, 'y01': 1, 'y02': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 0, 'y22': 1}",582628.01,N,"{'T00': 0, 'T01': 1, 'T02': 0, 'T03': 0, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 0, 'y01': 1, 'y02': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 0, 'y22': 1}",346028.01,Y,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 1, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 0, 'T22': 1, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 1, 'T33': 0, 'y00': 0, 'y01': 0, 'y02': 1, 'y10': 0, 'y11': 0, 'y12': 0, 'y20': 1, 'y21': 1, 'y22': 0}",446028.01,N,"{'T00': 0, 'T01': 1, 'T02': 0, 'T03': 0, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 0, 'y01': 1, 'y02': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 0, 'y22': 1}",509427.61,Y,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 0, 'T10': 1, 'T11': 1, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 0, 'y01': 1, 'y02': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 1, 'y21': 1, 'y22': 0}",382627.61,N
4,4,4,4,4,4,4,4,4,4,4,4,4,4,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 0, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 1, 'T32': 1, 'T33': 0, 'y00': 0, 'y01': 1, 'y02': 0, 'y10': 1, 'y11': 0, 'y12': 1, 'y20': 0, 'y21': 1, 'y22': 0}",175308.01,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 1, 'T32': 1, 'T33': 0, 'y00': 0, 'y01': 1, 'y02': 0, 'y10': 1, 'y11': 0, 'y12': 1, 'y20': 0, 'y21': 1, 'y22': 0}",253348.01,N,"{'T00': 1, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 0, 'T22': 1, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 1, 'T33': 0, 'y00': 0, 'y01': 1, 'y02': 1, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 0, 'y22': 1}",409428.01,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 0, 'T22': 1, 'T23': 0, 'T30': 0, 'T31': 1, 'T32': 0, 'T33': 0, 'y00': 0, 'y01': 1, 'y02': 1, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 1, 'y22': 0}",491388.01,Y,"{'T00': 0, 'T01': 1, 'T02': 0, 'T03': 0, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 0, 'y01': 1, 'y02': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 1, 'y22': 1}",535307.21,Y,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 0, 'T22': 1, 'T23': 0, 'T30': 0, 'T31': 1, 'T32': 0, 'T33': 0, 'y00': 0, 'y01': 1, 'y02': 1, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 1, 'y22': 0}",735307.21,Y,"{'T00': 0, 'T01': 1, 'T02': 1, 'T03': 0, 'T10': 0, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 0, 'y01': 1, 'y02': 0, 'y10': 1, 'y11': 0, 'y12': 1, 'y20': 0, 'y21': 1, 'y22': 0}",777267.21,N,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 0, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 0, 'y01': 1, 'y02': 0, 'y10': 1, 'y11': 1, 'y12': 0, 'y20': 0, 'y21': 0, 'y22': 1}",577267.61,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 0, 'T22': 1, 'T23': 0, 'T30': 0, 'T31': 1, 'T32': 0, 'T33': 0, 'y00': 0, 'y01': 1, 'y02': 1, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 1, 'y22': 0}",335307.61,Y,"{'T00': 0, 'T01': 1, 'T02': 0, 'T03': 0, 'T10': 1, 'T11': 0, 'T12': 1, 'T13': 0, 'T20': 0, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 0, 'y01': 1, 'y02': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 1, 'y22': 1}",435307.61,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 0, 'T22': 1, 'T23': 0, 'T30': 0, 'T31': 1, 'T32': 0, 'T33': 0, 'y00': 0, 'y01': 1, 'y02': 1, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 1, 'y22': 0}",493347.21,Y,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 1, 'T32': 1, 'T33': 0, 'y00': 0, 'y01': 1, 'y02': 0, 'y10': 1, 'y11': 0, 'y12': 1, 'y20': 0, 'y21': 1, 'y22': 0}",377267.21,N
