,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,graph_num,sample_3000_20,qpu_access_time_3000_20,optimal_3000_20,sample_5000_20,qpu_access_time_5000_20,optimal_5000_20,sample_2000_300,qpu_access_time_2000_300,optimal_2000_300,sample_3000_200,qpu_access_time_3000_200,optimal_3000_200,sample_2000_20,qpu_access_time_2000_20,optimal_2000_20,sample_2000_50,qpu_access_time_2000_50,optimal_2000_50,sample_1000_20,qpu_access_time_1000_20,optimal_1000_20,sample_2000_100,qpu_access_time_2000_100,optimal_2000_100,sample_3000_100,qpu_access_time_3000_100,optimal_3000_100,sample_1000_100,qpu_access_time_1000_100,optimal_1000_100,sample_1000_300,qpu_access_time_1000_300,optimal_1000_300,sample_1000_500,qpu_access_time_1000_500,optimal_1000_500,sample_1000_700,qpu_access_time_1000_700,optimal_1000_700,sample_2000_200,qpu_access_time_2000_200,optimal_2000_200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 1, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 1, 'y41': 1, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 0, 'y52': 0, 'y53': 0}",270028.01,Y,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 1, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 1, 'y41': 1, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 0, 'y52': 0, 'y53': 0}",437228.01,Y,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 1, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 0, 'y41': 1, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 0, 'y52': 0, 'y53': 0}",746428.01,N,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 1, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 1, 'y41': 1, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 0, 'y52': 0, 'y53': 0}",810028.01,Y,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 1, 'y23': 0, 'y30': 1, 'y31': 0, 'y32': 1, 'y33': 0, 'y40': 1, 'y41': 1, 'y42': 1, 'y43': 0, 'y50': 1, 'y51': 0, 'y52': 0, 'y53': 0}",186427.61,N,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 1, 'y21': 1, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 0, 'y41': 1, 'y42': 1, 'y43': 0, 'y50': 1, 'y51': 0, 'y52': 0, 'y53': 0}",246427.61,N,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 1, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 1, 'y41': 1, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 0, 'y52': 0, 'y53': 0}",102828.01,Y,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 1, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 1, 'y41': 1, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 0, 'y52': 0, 'y53': 0}",346427.61,Y,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 1, 'y21': 1, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 1, 'y41': 1, 'y42': 1, 'y43': 0, 'y50': 1, 'y51': 0, 'y52': 0, 'y53': 0}",510027.61,N,"{'y00': 1, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 1, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 0, 'y41': 1, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 0, 'y52': 0, 'y53': 0}",182827.61,N,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 1, 'y23': 0, 'y30': 1, 'y31': 0, 'y32': 1, 'y33': 0, 'y40': 0, 'y41': 1, 'y42': 1, 'y43': 0, 'y50': 1, 'y51': 0, 'y52': 0, 'y53': 0}",382827.61,N,"{'y00': 1, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 1, 'y21': 1, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 0, 'y41': 1, 'y42': 1, 'y43': 0, 'y50': 1, 'y51': 0, 'y52': 0, 'y53': 0}",582827.61,N,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 1, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 1, 'y41': 1, 'y42': 1, 'y43': 0, 'y50': 1, 'y51': 0, 'y52': 0, 'y53': 0}",782827.61,N,"{'y00': 1, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 1, 'y21': 1, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 0, 'y32': 1, 'y33': 0, 'y40': 0, 'y41': 1, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 1, 'y52': 0, 'y53': 0}",546427.61,N
1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,"{'y00': 1, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 1, 'y21': 1, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 1, 'y41': 1, 'y42': 0, 'y43': 0, 'y50': 1, 'y51': 0, 'y52': 0, 'y53': 0, 'y60': 1, 'y61': 1, 'y62': 1, 'y63': 0}",311070.01,N,"{'y00': 1, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 1, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 0, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 0, 'y52': 0, 'y53': 0, 'y60': 1, 'y61': 1, 'y62': 1, 'y63': 0}",505630.01,N,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 1, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 1, 'y41': 1, 'y42': 0, 'y43': 0, 'y50': 1, 'y51': 0, 'y52': 0, 'y53': 0, 'y60': 1, 'y61': 1, 'y62': 1, 'y63': 0}",773790.01,N,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 1, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 0, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 0, 'y52': 0, 'y53': 0, 'y60': 0, 'y61': 0, 'y62': 0, 'y63': 1}",851070.01,Y,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 1, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 0, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 0, 'y52': 0, 'y53': 0, 'y60': 0, 'y61': 0, 'y62': 0, 'y63': 1}",213789.61,N,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 1, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 1, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 0, 'y52': 0, 'y53': 0, 'y60': 0, 'y61': 0, 'y62': 0, 'y63': 1}",273789.61,N,"{'y00': 1, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 1, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 1, 'y41': 1, 'y42': 0, 'y43': 0, 'y50': 0, 'y51': 1, 'y52': 0, 'y53': 0, 'y60': 1, 'y61': 1, 'y62': 1, 'y63': 0}",116510.01,N,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 1, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 0, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 0, 'y52': 0, 'y53': 0, 'y60': 1, 'y61': 0, 'y62': 0, 'y63': 1}",373789.61,N,"{'y00': 1, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 1, 'y21': 1, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 1, 'y41': 1, 'y42': 0, 'y43': 0, 'y50': 1, 'y51': 0, 'y52': 0, 'y53': 0, 'y60': 1, 'y61': 1, 'y62': 1, 'y63': 0}",551069.61,N,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 1, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 0, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 1, 'y51': 0, 'y52': 0, 'y53': 0, 'y60': 1, 'y61': 1, 'y62': 1, 'y63': 0}",196509.61,N,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 1, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 0, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 0, 'y52': 0, 'y53': 0, 'y60': 1, 'y61': 1, 'y62': 1, 'y63': 0}",396509.61,N,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 1, 'y21': 1, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 1, 'y41': 1, 'y42': 0, 'y43': 0, 'y50': 0, 'y51': 0, 'y52': 0, 'y53': 0, 'y60': 1, 'y61': 1, 'y62': 1, 'y63': 0}",596509.61,N,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 1, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 1, 'y41': 1, 'y42': 0, 'y43': 0, 'y50': 0, 'y51': 0, 'y52': 0, 'y53': 0, 'y60': 1, 'y61': 1, 'y62': 1, 'y63': 0}",796509.61,N,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 1, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 0, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 0, 'y52': 0, 'y53': 0, 'y60': 1, 'y61': 1, 'y62': 1, 'y63': 0}",573789.61,N
2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 1, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 1, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 1, 'y52': 1, 'y53': 0, 'y60': 0, 'y61': 1, 'y62': 0, 'y63': 0}",369268.01,N,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 1, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 1, 'y51': 0, 'y52': 1, 'y53': 0, 'y60': 0, 'y61': 1, 'y62': 0, 'y63': 0}",602628.01,N,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 1, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 0, 'y41': 1, 'y42': 1, 'y43': 0, 'y50': 1, 'y51': 1, 'y52': 1, 'y53': 0, 'y60': 1, 'y61': 0, 'y62': 0, 'y63': 0}",812588.01,N,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 1, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 1, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 0, 'y52': 1, 'y53': 0, 'y60': 1, 'y61': 1, 'y62': 0, 'y63': 0}",909268.01,N,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 1, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 0, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 1, 'y51': 1, 'y52': 0, 'y53': 0, 'y60': 0, 'y61': 0, 'y62': 1, 'y63': 0}",252587.61,N,"{'y00': 1, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 0, 'y33': 0, 'y40': 1, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 1, 'y52': 1, 'y53': 0, 'y60': 1, 'y61': 0, 'y62': 0, 'y63': 0}",312587.61,N,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 1, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 1, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 1, 'y51': 0, 'y52': 1, 'y53': 0, 'y60': 0, 'y61': 0, 'y62': 1, 'y63': 0}",135908.01,N,"{'y00': 0, 'y01': 1, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 0, 'y33': 0, 'y40': 1, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 1, 'y51': 0, 'y52': 1, 'y53': 0, 'y60': 0, 'y61': 0, 'y62': 0, 'y63': 0}",412587.61,N,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 1, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 1, 'y52': 1, 'y53': 0, 'y60': 0, 'y61': 1, 'y62': 0, 'y63': 0}",609267.61,N,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 1, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 0, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 1, 'y52': 1, 'y53': 0, 'y60': 1, 'y61': 0, 'y62': 0, 'y63': 0}",215907.61,N,"{'y00': 1, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 1, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 1, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 1, 'y52': 1, 'y53': 0, 'y60': 0, 'y61': 0, 'y62': 0, 'y63': 0}",415907.61,N,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 1, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 0, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 0, 'y52': 1, 'y53': 0, 'y60': 1, 'y61': 1, 'y62': 0, 'y63': 0}",615907.61,N,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 1, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 1, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 1, 'y52': 1, 'y53': 0, 'y60': 1, 'y61': 0, 'y62': 0, 'y63': 0}",815907.61,N,"{'y00': 1, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 0, 'y41': 1, 'y42': 1, 'y43': 0, 'y50': 1, 'y51': 0, 'y52': 1, 'y53': 0, 'y60': 0, 'y61': 1, 'y62': 0, 'y63': 0}",612587.61,N
3,3,3,3,3,3,3,3,3,3,3,3,3,3,37,"{'y00': 1, 'y01': 1, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 1, 'y41': 0, 'y42': 0, 'y43': 0, 'y50': 0, 'y51': 1, 'y52': 1, 'y53': 0, 'y60': 0, 'y61': 1, 'y62': 0, 'y63': 0}",272188.41,N,"{'y00': 0, 'y01': 1, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 0, 'y32': 1, 'y33': 0, 'y40': 1, 'y41': 0, 'y42': 0, 'y43': 0, 'y50': 0, 'y51': 1, 'y52': 1, 'y53': 0, 'y60': 1, 'y61': 1, 'y62': 0, 'y63': 0}",440828.41,N,"{'y00': 0, 'y01': 1, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 0, 'y32': 1, 'y33': 0, 'y40': 1, 'y41': 0, 'y42': 0, 'y43': 0, 'y50': 1, 'y51': 1, 'y52': 1, 'y53': 0, 'y60': 0, 'y61': 1, 'y62': 0, 'y63': 0}",747868.41,N,"{'y00': 0, 'y01': 1, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 1, 'y41': 0, 'y42': 0, 'y43': 0, 'y50': 1, 'y51': 1, 'y52': 1, 'y53': 0, 'y60': 1, 'y61': 0, 'y62': 0, 'y63': 0}",812188.41,N,"{'y00': 1, 'y01': 1, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 0, 'y41': 1, 'y42': 0, 'y43': 0, 'y50': 0, 'y51': 1, 'y52': 1, 'y53': 0, 'y60': 1, 'y61': 0, 'y62': 0, 'y63': 0}",187868.01,N,"{'y00': 1, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 1, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 0, 'y41': 0, 'y42': 0, 'y43': 0, 'y50': 1, 'y51': 1, 'y52': 1, 'y53': 0, 'y60': 1, 'y61': 0, 'y62': 0, 'y63': 0}",247868.01,N,"{'y00': 0, 'y01': 1, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 0, 'y41': 1, 'y42': 0, 'y43': 0, 'y50': 0, 'y51': 1, 'y52': 1, 'y53': 0, 'y60': 0, 'y61': 1, 'y62': 0, 'y63': 0}",103548.41,N,"{'y00': 0, 'y01': 1, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 0, 'y32': 1, 'y33': 0, 'y40': 1, 'y41': 0, 'y42': 0, 'y43': 0, 'y50': 0, 'y51': 1, 'y52': 1, 'y53': 0, 'y60': 1, 'y61': 1, 'y62': 0, 'y63': 0}",347868.01,N,"{'y00': 0, 'y01': 1, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 1, 'y41': 0, 'y42': 0, 'y43': 0, 'y50': 0, 'y51': 1, 'y52': 1, 'y53': 0, 'y60': 1, 'y61': 1, 'y62': 0, 'y63': 0}",512188.01,N,"{'y00': 1, 'y01': 1, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 0, 'y32': 1, 'y33': 0, 'y40': 0, 'y41': 1, 'y42': 0, 'y43': 0, 'y50': 0, 'y51': 1, 'y52': 1, 'y53': 0, 'y60': 1, 'y61': 1, 'y62': 0, 'y63': 0}",183548.01,N,"{'y00': 0, 'y01': 1, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 0, 'y41': 1, 'y42': 0, 'y43': 0, 'y50': 0, 'y51': 1, 'y52': 1, 'y53': 0, 'y60': 0, 'y61': 1, 'y62': 0, 'y63': 0}",383548.01,N,"{'y00': 0, 'y01': 1, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 0, 'y32': 1, 'y33': 0, 'y40': 0, 'y41': 1, 'y42': 0, 'y43': 0, 'y50': 1, 'y51': 0, 'y52': 1, 'y53': 0, 'y60': 1, 'y61': 1, 'y62': 0, 'y63': 0}",583548.01,N,"{'y00': 0, 'y01': 1, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 0, 'y32': 1, 'y33': 0, 'y40': 1, 'y41': 0, 'y42': 0, 'y43': 0, 'y50': 0, 'y51': 1, 'y52': 1, 'y53': 0, 'y60': 1, 'y61': 1, 'y62': 0, 'y63': 0}",783548.01,N,"{'y00': 1, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 1, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 0, 'y32': 0, 'y33': 1, 'y40': 0, 'y41': 0, 'y42': 0, 'y43': 0, 'y50': 0, 'y51': 1, 'y52': 1, 'y53': 0, 'y60': 1, 'y61': 0, 'y62': 0, 'y63': 0}",547868.01,N
