,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,sample_3000_20,qpu_access_time_3000_20,optimal_3000_20,sample_1000_700,qpu_access_time_1000_700,optimal_1000_700,sample_2000_300,qpu_access_time_2000_300,optimal_2000_300,sample_2000_100,qpu_access_time_2000_100,optimal_2000_100,sample_5000_20,qpu_access_time_5000_20,optimal_5000_20,sample_1000_500,qpu_access_time_1000_500,optimal_1000_500,sample_2000_200,qpu_access_time_2000_200,optimal_2000_200,sample_3000_100,qpu_access_time_3000_100,optimal_3000_100
0,0,0,0,0,0,0,0,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 0, 'T04': 0, 'T10': 0, 'T11': 0, 'T12': 0, 'T13': 1, 'T14': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 1, 'T32': 0, 'T33': 0, 'T34': 0, 'T40': 1, 'T41': 0, 'T42': 1, 'T43': 0, 'T44': 1, 'y00': 0, 'y01': 1, 'y02': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 0, 'y22': 1, 'y30': 1, 'y31': 0, 'y32': 0}",438689.97,N,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 0, 'T04': 0, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 0, 'T21': 0, 'T22': 0, 'T23': 1, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 0, 'T34': 0, 'T40': 0, 'T41': 0, 'T42': 0, 'T43': 1, 'T44': 1, 'y00': 0, 'y01': 1, 'y02': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 1, 'y22': 0, 'y30': 0, 'y31': 0, 'y32': 1}",836844.37,N,"{'T00': 0, 'T01': 1, 'T02': 0, 'T03': 0, 'T04': 1, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T14': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 0, 'T34': 0, 'T40': 0, 'T41': 0, 'T42': 0, 'T43': 1, 'T44': 1, 'y00': 1, 'y01': 0, 'y02': 0, 'y10': 0, 'y11': 0, 'y12': 1, 'y20': 1, 'y21': 1, 'y22': 0, 'y30': 0, 'y31': 0, 'y32': 0}",857766.77,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T04': 0, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 1, 'T21': 1, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 1, 'T33': 0, 'T34': 0, 'T40': 0, 'T41': 0, 'T42': 0, 'T43': 0, 'T44': 1, 'y00': 1, 'y01': 1, 'y02': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y30': 0, 'y31': 1, 'y32': 0}",457770.37,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 0, 'T04': 1, 'T10': 0, 'T11': 0, 'T12': 0, 'T13': 1, 'T14': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'T34': 0, 'T40': 0, 'T41': 0, 'T42': 1, 'T43': 0, 'T44': 1, 'y00': 0, 'y01': 0, 'y02': 1, 'y10': 0, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 0, 'y22': 1, 'y30': 1, 'y31': 0, 'y32': 0}",720529.97,N,"{'T00': 0, 'T01': 1, 'T02': 1, 'T03': 0, 'T04': 0, 'T10': 0, 'T11': 0, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'T34': 0, 'T40': 1, 'T41': 0, 'T42': 0, 'T43': 0, 'T44': 1, 'y00': 0, 'y01': 0, 'y02': 1, 'y10': 0, 'y11': 0, 'y12': 0, 'y20': 1, 'y21': 0, 'y22': 0, 'y30': 0, 'y31': 1, 'y32': 0}",636847.97,N,"{'T00': 0, 'T01': 1, 'T02': 0, 'T03': 0, 'T04': 0, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 0, 'T21': 0, 'T22': 0, 'T23': 0, 'T24': 1, 'T30': 1, 'T31': 0, 'T32': 0, 'T33': 0, 'T34': 0, 'T40': 0, 'T41': 0, 'T42': 0, 'T43': 1, 'T44': 1, 'y00': 1, 'y01': 0, 'y02': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 1, 'y22': 0, 'y30': 0, 'y31': 0, 'y32': 1}",657767.97,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 0, 'T04': 1, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 1, 'T33': 0, 'T34': 0, 'T40': 0, 'T41': 0, 'T42': 0, 'T43': 1, 'T44': 1, 'y00': 1, 'y01': 1, 'y02': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 1, 'y22': 0, 'y30': 1, 'y31': 1, 'y32': 0}",678687.97,N
1,1,1,1,1,1,1,1,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 0, 'T04': 1, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 0, 'T21': 0, 'T22': 1, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'T34': 0, 'T40': 1, 'T41': 0, 'T42': 1, 'T43': 0, 'T44': 1, 'y00': 1, 'y01': 0, 'y02': 1, 'y10': 1, 'y11': 1, 'y12': 0, 'y20': 1, 'y21': 1, 'y22': 0, 'y30': 0, 'y31': 0, 'y32': 1, 'y40': 0, 'y41': 0, 'y42': 0}",452249.17,N,"{'T00': 1, 'T01': 1, 'T02': 0, 'T03': 1, 'T04': 0, 'T10': 0, 'T11': 0, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'T34': 0, 'T40': 0, 'T41': 1, 'T42': 1, 'T43': 0, 'T44': 0, 'y00': 0, 'y01': 1, 'y02': 1, 'y10': 0, 'y11': 1, 'y12': 0, 'y20': 1, 'y21': 0, 'y22': 0, 'y30': 1, 'y31': 0, 'y32': 0, 'y40': 0, 'y41': 0, 'y42': 0}",841363.97,N,"{'T00': 1, 'T01': 0, 'T02': 0, 'T03': 0, 'T04': 0, 'T10': 0, 'T11': 1, 'T12': 1, 'T13': 0, 'T14': 0, 'T20': 0, 'T21': 0, 'T22': 1, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 1, 'T32': 0, 'T33': 0, 'T34': 0, 'T40': 0, 'T41': 0, 'T42': 0, 'T43': 1, 'T44': 1, 'y00': 0, 'y01': 0, 'y02': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y20': 1, 'y21': 1, 'y22': 1, 'y30': 0, 'y31': 0, 'y32': 1, 'y40': 0, 'y41': 1, 'y42': 0}",866806.77,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 0, 'T04': 0, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 1, 'T21': 0, 'T22': 1, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 1, 'T32': 1, 'T33': 0, 'T34': 0, 'T40': 0, 'T41': 0, 'T42': 0, 'T43': 1, 'T44': 1, 'y00': 0, 'y01': 0, 'y02': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 1, 'y22': 0, 'y30': 1, 'y31': 0, 'y32': 1, 'y40': 1, 'y41': 0, 'y42': 1}",466808.37,N,"{'T00': 1, 'T01': 0, 'T02': 1, 'T03': 0, 'T04': 0, 'T10': 0, 'T11': 0, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 0, 'T21': 0, 'T22': 1, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 1, 'T32': 0, 'T33': 0, 'T34': 0, 'T40': 0, 'T41': 0, 'T42': 0, 'T43': 1, 'T44': 1, 'y00': 0, 'y01': 0, 'y02': 0, 'y10': 1, 'y11': 0, 'y12': 1, 'y20': 1, 'y21': 0, 'y22': 0, 'y30': 1, 'y31': 0, 'y32': 1, 'y40': 1, 'y41': 0, 'y42': 0}",743128.77,N,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 0, 'T04': 0, 'T10': 1, 'T11': 1, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 0, 'T21': 0, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 1, 'T31': 0, 'T32': 1, 'T33': 0, 'T34': 0, 'T40': 0, 'T41': 0, 'T42': 0, 'T43': 1, 'T44': 0, 'y00': 1, 'y01': 1, 'y02': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 1, 'y22': 0, 'y30': 1, 'y31': 0, 'y32': 0, 'y40': 0, 'y41': 0, 'y42': 0}",641367.57,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T04': 0, 'T10': 1, 'T11': 1, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 0, 'T21': 0, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 1, 'T32': 0, 'T33': 0, 'T34': 0, 'T40': 0, 'T41': 0, 'T42': 1, 'T43': 0, 'T44': 1, 'y00': 1, 'y01': 0, 'y02': 0, 'y10': 1, 'y11': 0, 'y12': 1, 'y20': 1, 'y21': 1, 'y22': 0, 'y30': 1, 'y31': 0, 'y32': 0, 'y40': 1, 'y41': 0, 'y42': 0}",666807.57,N,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 1, 'T04': 0, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 1, 'T32': 0, 'T33': 0, 'T34': 0, 'T40': 0, 'T41': 0, 'T42': 1, 'T43': 0, 'T44': 1, 'y00': 0, 'y01': 1, 'y02': 0, 'y10': 1, 'y11': 1, 'y12': 1, 'y20': 1, 'y21': 0, 'y22': 0, 'y30': 1, 'y31': 1, 'y32': 0, 'y40': 0, 'y41': 0, 'y42': 0}",692247.57,N
2,2,2,2,2,2,2,2,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T04': 0, 'T10': 1, 'T11': 0, 'T12': 1, 'T13': 0, 'T14': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 1, 'T24': 0, 'T30': 1, 'T31': 1, 'T32': 1, 'T33': 0, 'T34': 0, 'T40': 0, 'T41': 1, 'T42': 1, 'T43': 0, 'T44': 1, 'y00': 1, 'y01': 0, 'y02': 0, 'y03': 1, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 1, 'y21': 1, 'y22': 1, 'y23': 0, 'y30': 0, 'y31': 0, 'y32': 1, 'y33': 1, 'y40': 0, 'y41': 0, 'y42': 0, 'y43': 0}",366087.57,N,"{'T00': 0, 'T01': 1, 'T02': 1, 'T03': 0, 'T04': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 1, 'T32': 0, 'T33': 1, 'T34': 0, 'T40': 0, 'T41': 0, 'T42': 1, 'T43': 1, 'T44': 1, 'y00': 0, 'y01': 1, 'y02': 1, 'y03': 0, 'y10': 0, 'y11': 1, 'y12': 1, 'y13': 1, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 1, 'y32': 0, 'y33': 0, 'y40': 1, 'y41': 1, 'y42': 1, 'y43': 0}",812642.77,N,"{'T00': 1, 'T01': 1, 'T02': 1, 'T03': 0, 'T04': 1, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 1, 'T32': 0, 'T33': 1, 'T34': 0, 'T40': 0, 'T41': 0, 'T42': 1, 'T43': 1, 'T44': 1, 'y00': 0, 'y01': 1, 'y02': 1, 'y03': 0, 'y10': 1, 'y11': 1, 'y12': 1, 'y13': 1, 'y20': 0, 'y21': 0, 'y22': 1, 'y23': 0, 'y30': 0, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 0, 'y41': 1, 'y42': 1, 'y43': 0}",809365.57,N,"{'T00': 0, 'T01': 1, 'T02': 0, 'T03': 1, 'T04': 0, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 1, 'T14': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'T34': 0, 'T40': 0, 'T41': 0, 'T42': 1, 'T43': 0, 'T44': 1, 'y00': 1, 'y01': 1, 'y02': 0, 'y03': 1, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 1, 'y21': 1, 'y22': 1, 'y23': 1, 'y30': 0, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 0, 'y41': 0, 'y42': 0, 'y43': 0}",409366.37,N,"{'T00': 1, 'T01': 0, 'T02': 1, 'T03': 0, 'T04': 1, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 0, 'T21': 0, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 1, 'T31': 0, 'T32': 0, 'T33': 0, 'T34': 1, 'T40': 0, 'T41': 0, 'T42': 1, 'T43': 1, 'T44': 1, 'y00': 0, 'y01': 0, 'y02': 1, 'y03': 0, 'y10': 0, 'y11': 1, 'y12': 1, 'y13': 1, 'y20': 0, 'y21': 0, 'y22': 1, 'y23': 0, 'y30': 0, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 1, 'y41': 1, 'y42': 1, 'y43': 0}",599527.57,N,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 1, 'T04': 0, 'T10': 1, 'T11': 1, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 1, 'T31': 0, 'T32': 0, 'T33': 0, 'T34': 1, 'T40': 0, 'T41': 0, 'T42': 0, 'T43': 1, 'T44': 1, 'y00': 1, 'y01': 0, 'y02': 1, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 1, 'y20': 0, 'y21': 0, 'y22': 1, 'y23': 0, 'y30': 1, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 0, 'y41': 1, 'y42': 1, 'y43': 0}",612645.57,N,"{'T00': 0, 'T01': 1, 'T02': 0, 'T03': 1, 'T04': 0, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 0, 'T34': 1, 'T40': 0, 'T41': 0, 'T42': 1, 'T43': 1, 'T44': 1, 'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 1, 'y12': 1, 'y13': 1, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 0, 'y41': 0, 'y42': 1, 'y43': 1}",609365.57,N,"{'T00': 1, 'T01': 1, 'T02': 1, 'T03': 0, 'T04': 1, 'T10': 1, 'T11': 1, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 0, 'T21': 0, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 0, 'T34': 1, 'T40': 0, 'T41': 0, 'T42': 1, 'T43': 1, 'T44': 1, 'y00': 0, 'y01': 1, 'y02': 1, 'y03': 0, 'y10': 1, 'y11': 1, 'y12': 1, 'y13': 1, 'y20': 0, 'y21': 0, 'y22': 1, 'y23': 0, 'y30': 1, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 0, 'y41': 1, 'y42': 1, 'y43': 0}",606085.57,N
3,3,3,3,3,3,3,3,"{'T00': 1, 'T01': 0, 'T02': 0, 'T03': 0, 'T04': 0, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T14': 1, 'T20': 0, 'T21': 0, 'T22': 0, 'T23': 1, 'T24': 0, 'T30': 0, 'T31': 1, 'T32': 0, 'T33': 0, 'T34': 1, 'T40': 0, 'T41': 0, 'T42': 1, 'T43': 1, 'T44': 0, 'y00': 1, 'y01': 0, 'y02': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 0, 'y22': 1, 'y30': 0, 'y31': 0, 'y32': 1, 'y40': 0, 'y41': 0, 'y42': 0}",309447.57,N,"{'T00': 1, 'T01': 0, 'T02': 0, 'T03': 0, 'T04': 0, 'T10': 0, 'T11': 0, 'T12': 0, 'T13': 0, 'T14': 1, 'T20': 0, 'T21': 1, 'T22': 1, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 1, 'T33': 1, 'T34': 0, 'T40': 0, 'T41': 1, 'T42': 0, 'T43': 1, 'T44': 0, 'y00': 0, 'y01': 0, 'y02': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y20': 1, 'y21': 0, 'y22': 1, 'y30': 0, 'y31': 0, 'y32': 1, 'y40': 0, 'y41': 0, 'y42': 0}",793763.17,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 0, 'T04': 0, 'T10': 0, 'T11': 0, 'T12': 0, 'T13': 0, 'T14': 1, 'T20': 0, 'T21': 0, 'T22': 0, 'T23': 1, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'T34': 1, 'T40': 0, 'T41': 0, 'T42': 1, 'T43': 1, 'T44': 0, 'y00': 1, 'y01': 0, 'y02': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y20': 1, 'y21': 0, 'y22': 1, 'y30': 0, 'y31': 0, 'y32': 1, 'y40': 0, 'y41': 0, 'y42': 0}",771604.77,N,"{'T00': 0, 'T01': 1, 'T02': 0, 'T03': 0, 'T04': 0, 'T10': 1, 'T11': 0, 'T12': 1, 'T13': 0, 'T14': 0, 'T20': 0, 'T21': 0, 'T22': 1, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'T34': 1, 'T40': 0, 'T41': 1, 'T42': 0, 'T43': 1, 'T44': 0, 'y00': 1, 'y01': 0, 'y02': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 0, 'y22': 1, 'y30': 1, 'y31': 1, 'y32': 0, 'y40': 0, 'y41': 0, 'y42': 0}",371608.37,N,"{'T00': 1, 'T01': 0, 'T02': 0, 'T03': 0, 'T04': 0, 'T10': 0, 'T11': 1, 'T12': 1, 'T13': 0, 'T14': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'T34': 1, 'T40': 0, 'T41': 0, 'T42': 0, 'T43': 1, 'T44': 0, 'y00': 1, 'y01': 0, 'y02': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 0, 'y22': 1, 'y30': 0, 'y31': 1, 'y32': 0, 'y40': 0, 'y41': 0, 'y42': 0}",505127.17,N,"{'T00': 1, 'T01': 0, 'T02': 0, 'T03': 0, 'T04': 0, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T14': 1, 'T20': 1, 'T21': 1, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 1, 'T33': 1, 'T34': 0, 'T40': 0, 'T41': 0, 'T42': 0, 'T43': 1, 'T44': 0, 'y00': 0, 'y01': 0, 'y02': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y20': 1, 'y21': 0, 'y22': 1, 'y30': 0, 'y31': 1, 'y32': 0, 'y40': 0, 'y41': 0, 'y42': 0}",593766.37,N,"{'T00': 1, 'T01': 1, 'T02': 0, 'T03': 0, 'T04': 0, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T14': 0, 'T20': 0, 'T21': 0, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'T34': 1, 'T40': 0, 'T41': 0, 'T42': 0, 'T43': 1, 'T44': 0, 'y00': 0, 'y01': 0, 'y02': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 0, 'y22': 1, 'y30': 1, 'y31': 0, 'y32': 0, 'y40': 0, 'y41': 1, 'y42': 0}",571606.37,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 0, 'T04': 0, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T14': 0, 'T20': 0, 'T21': 0, 'T22': 0, 'T23': 0, 'T24': 1, 'T30': 1, 'T31': 0, 'T32': 0, 'T33': 1, 'T34': 0, 'T40': 0, 'T41': 1, 'T42': 1, 'T43': 1, 'T44': 0, 'y00': 0, 'y01': 0, 'y02': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 1, 'y22': 0, 'y30': 1, 'y31': 0, 'y32': 1, 'y40': 0, 'y41': 0, 'y42': 0}",549446.37,N
4,4,4,4,4,4,4,4,"{'T00': 1, 'T01': 0, 'T02': 0, 'T03': 0, 'T04': 0, 'T10': 0, 'T11': 1, 'T12': 1, 'T13': 0, 'T14': 0, 'T20': 1, 'T21': 1, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 0, 'T34': 1, 'T40': 0, 'T41': 0, 'T42': 1, 'T43': 0, 'T44': 0, 'y00': 0, 'y01': 0, 'y02': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y20': 1, 'y21': 1, 'y22': 1, 'y30': 0, 'y31': 0, 'y32': 1, 'y40': 0, 'y41': 0, 'y42': 0}",350128.77,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T04': 0, 'T10': 1, 'T11': 0, 'T12': 1, 'T13': 0, 'T14': 0, 'T20': 0, 'T21': 0, 'T22': 1, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 0, 'T34': 1, 'T40': 0, 'T41': 0, 'T42': 0, 'T43': 1, 'T44': 1, 'y00': 0, 'y01': 0, 'y02': 0, 'y10': 1, 'y11': 0, 'y12': 1, 'y20': 0, 'y21': 0, 'y22': 1, 'y30': 1, 'y31': 0, 'y32': 1, 'y40': 1, 'y41': 1, 'y42': 0}",807323.57,N,"{'T00': 0, 'T01': 1, 'T02': 0, 'T03': 0, 'T04': 0, 'T10': 0, 'T11': 0, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 1, 'T21': 0, 'T22': 1, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 0, 'T34': 1, 'T40': 0, 'T41': 0, 'T42': 1, 'T43': 0, 'T44': 1, 'y00': 0, 'y01': 0, 'y02': 0, 'y10': 0, 'y11': 1, 'y12': 0, 'y20': 1, 'y21': 0, 'y22': 0, 'y30': 0, 'y31': 0, 'y32': 1, 'y40': 0, 'y41': 1, 'y42': 1}",798725.97,N,"{'T00': 1, 'T01': 1, 'T02': 0, 'T03': 0, 'T04': 0, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T14': 0, 'T20': 0, 'T21': 0, 'T22': 1, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'T34': 0, 'T40': 0, 'T41': 0, 'T42': 0, 'T43': 0, 'T44': 1, 'y00': 0, 'y01': 0, 'y02': 0, 'y10': 0, 'y11': 1, 'y12': 0, 'y20': 0, 'y21': 0, 'y22': 1, 'y30': 0, 'y31': 0, 'y32': 1, 'y40': 1, 'y41': 0, 'y42': 0}",398728.37,N,"{'T00': 1, 'T01': 0, 'T02': 0, 'T03': 1, 'T04': 0, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T14': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'T34': 1, 'T40': 0, 'T41': 0, 'T42': 1, 'T43': 0, 'T44': 0, 'y00': 0, 'y01': 1, 'y02': 1, 'y10': 0, 'y11': 0, 'y12': 0, 'y20': 1, 'y21': 0, 'y22': 1, 'y30': 1, 'y31': 0, 'y32': 0, 'y40': 0, 'y41': 1, 'y42': 0}",572927.57,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T04': 0, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 1, 'T21': 0, 'T22': 1, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 0, 'T34': 1, 'T40': 0, 'T41': 0, 'T42': 1, 'T43': 0, 'T44': 1, 'y00': 1, 'y01': 0, 'y02': 0, 'y10': 1, 'y11': 0, 'y12': 1, 'y20': 0, 'y21': 0, 'y22': 1, 'y30': 0, 'y31': 0, 'y32': 1, 'y40': 1, 'y41': 1, 'y42': 0}",607326.77,N,"{'T00': 1, 'T01': 0, 'T02': 1, 'T03': 0, 'T04': 0, 'T10': 0, 'T11': 0, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 0, 'T34': 1, 'T40': 0, 'T41': 0, 'T42': 0, 'T43': 1, 'T44': 0, 'y00': 1, 'y01': 1, 'y02': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 1, 'y22': 0, 'y30': 0, 'y31': 0, 'y32': 1, 'y40': 0, 'y41': 1, 'y42': 0}",598726.77,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T04': 0, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T14': 0, 'T20': 0, 'T21': 0, 'T22': 1, 'T23': 0, 'T24': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 0, 'T34': 1, 'T40': 0, 'T41': 0, 'T42': 1, 'T43': 1, 'T44': 0, 'y00': 1, 'y01': 1, 'y02': 0, 'y10': 1, 'y11': 1, 'y12': 0, 'y20': 0, 'y21': 1, 'y22': 0, 'y30': 1, 'y31': 0, 'y32': 1, 'y40': 0, 'y41': 1, 'y42': 0}",590126.77,N
