,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,graph_num,sample_2000_20,qpu_access_time_2000_20,optimal_2000_20,sample_5000_20,qpu_access_time_5000_20,optimal_5000_20,sample_2000_50,qpu_access_time_2000_50,optimal_2000_50,sample_2000_300,qpu_access_time_2000_300,optimal_2000_300,sample_3000_20,qpu_access_time_3000_20,optimal_3000_20,sample_1000_20,qpu_access_time_1000_20,optimal_1000_20,sample_3000_100,qpu_access_time_3000_100,optimal_3000_100,sample_2000_100,qpu_access_time_2000_100,optimal_2000_100,sample_1000_100,qpu_access_time_1000_100,optimal_1000_100,sample_1000_200,qpu_access_time_1000_200,optimal_1000_200,sample_1000_500,qpu_access_time_1000_500,optimal_1000_500,sample_1000_700,qpu_access_time_1000_700,optimal_1000_700,sample_1000_300,qpu_access_time_1000_300,optimal_1000_300,sample_2000_200,qpu_access_time_2000_200,optimal_2000_200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"{'y00': 1, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 1, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 0, 'y41': 1, 'y42': 1, 'y43': 0, 'y50': 1, 'y51': 0, 'y52': 0, 'y53': 0}",277243.97,N,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 1, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 1, 'y41': 1, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 0, 'y52': 0, 'y53': 0}",669226.77,Y,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 1, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 1, 'y41': 1, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 0, 'y52': 0, 'y53': 0}",337246.77,Y,"{'y00': 1, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 1, 'y21': 1, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 0, 'y41': 1, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 1, 'y52': 0, 'y53': 0}",837248.37,N,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 1, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 1, 'y41': 1, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 0, 'y52': 0, 'y53': 0}",407907.97,Y,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 1, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 1, 'y41': 1, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 0, 'y52': 0, 'y53': 0}",146585.57,Y,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 1, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 1, 'y41': 1, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 0, 'y52': 0, 'y53': 0}",647908.77,Y,"{'y00': 1, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 1, 'y21': 1, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 0, 'y41': 1, 'y42': 1, 'y43': 0, 'y50': 1, 'y51': 0, 'y52': 0, 'y53': 0}",437248.77,N,"{'y00': 1, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 1, 'y21': 1, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 0, 'y41': 1, 'y42': 1, 'y43': 0, 'y50': 1, 'y51': 0, 'y52': 0, 'y53': 0}",226588.77,N,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 1, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 1, 'y41': 1, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 0, 'y52': 0, 'y53': 0}",326588.77,Y,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 1, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 0, 'y41': 1, 'y42': 1, 'y43': 0, 'y50': 1, 'y51': 0, 'y52': 0, 'y53': 0}",626588.77,N,"{'y00': 1, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 1, 'y21': 1, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 0, 'y41': 1, 'y42': 1, 'y43': 0, 'y50': 1, 'y51': 0, 'y52': 0, 'y53': 0}",826586.77,N,"{'y00': 1, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 1, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 0, 'y41': 1, 'y42': 1, 'y43': 0, 'y50': 1, 'y51': 0, 'y52': 0, 'y53': 0}",426586.77,N,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 1, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 1, 'y41': 1, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 0, 'y52': 0, 'y53': 0}",637246.77,Y
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,"{'y00': 1, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 1, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 0, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 0, 'y52': 0, 'y53': 0, 'y60': 1, 'y61': 1, 'y62': 1, 'y63': 0}",205284.37,N,"{'y00': 1, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 1, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 1, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 0, 'y52': 0, 'y53': 0, 'y60': 1, 'y61': 1, 'y62': 1, 'y63': 0}",489327.17,N,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 1, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 0, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 0, 'y52': 0, 'y53': 0, 'y60': 0, 'y61': 0, 'y62': 0, 'y63': 1}",265287.17,Y,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 1, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 1, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 0, 'y52': 0, 'y53': 0, 'y60': 0, 'y61': 0, 'y62': 0, 'y63': 1}",765287.97,N,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 1, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 0, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 0, 'y52': 0, 'y53': 0, 'y60': 0, 'y61': 0, 'y62': 0, 'y63': 1}",299968.77,Y,"{'y00': 1, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 1, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 0, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 0, 'y52': 0, 'y53': 0, 'y60': 1, 'y61': 1, 'y62': 1, 'y63': 0}",110605.97,N,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 1, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 0, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 0, 'y52': 0, 'y53': 0, 'y60': 0, 'y61': 0, 'y62': 0, 'y63': 1}",539968.77,N,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 1, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 1, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 0, 'y52': 0, 'y53': 0, 'y60': 0, 'y61': 0, 'y62': 0, 'y63': 1}",365288.77,N,"{'y00': 1, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 1, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 0, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 0, 'y52': 0, 'y53': 0, 'y60': 1, 'y61': 1, 'y62': 1, 'y63': 0}",190608.77,N,"{'y00': 1, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 1, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 0, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 0, 'y52': 0, 'y53': 0, 'y60': 1, 'y61': 1, 'y62': 1, 'y63': 0}",290608.77,N,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 1, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 0, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 1, 'y51': 0, 'y52': 0, 'y53': 0, 'y60': 0, 'y61': 1, 'y62': 1, 'y63': 0}",590608.77,N,"{'y00': 1, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 1, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 1, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 0, 'y52': 0, 'y53': 0, 'y60': 1, 'y61': 1, 'y62': 1, 'y63': 0}",790606.37,N,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 1, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 1, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 0, 'y52': 0, 'y53': 0, 'y60': 1, 'y61': 1, 'y62': 1, 'y63': 0}",390606.37,N,"{'y00': 1, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 1, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 0, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 0, 'y52': 0, 'y53': 0, 'y60': 1, 'y61': 1, 'y62': 1, 'y63': 0}",565286.37,N
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 1, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 1, 'y51': 0, 'y52': 1, 'y53': 0, 'y60': 0, 'y61': 1, 'y62': 0, 'y63': 0}",232161.97,Y,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 1, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 1, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 1, 'y52': 1, 'y53': 0, 'y60': 1, 'y61': 0, 'y62': 0, 'y63': 0}",556525.57,Y,"{'y00': 1, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 0, 'y33': 0, 'y40': 1, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 1, 'y51': 0, 'y52': 1, 'y53': 0, 'y60': 1, 'y61': 0, 'y62': 0, 'y63': 0}",292165.57,N,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 1, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 0, 'y33': 0, 'y40': 0, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 1, 'y52': 1, 'y53': 0, 'y60': 1, 'y61': 0, 'y62': 0, 'y63': 0}",792166.37,N,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 1, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 1, 'y51': 0, 'y52': 1, 'y53': 0, 'y60': 0, 'y61': 1, 'y62': 0, 'y63': 0}",340286.37,Y,"{'y00': 1, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 1, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 1, 'y51': 0, 'y52': 1, 'y53': 0, 'y60': 0, 'y61': 1, 'y62': 0, 'y63': 0}",124043.97,N,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 1, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 1, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 0, 'y52': 1, 'y53': 0, 'y60': 0, 'y61': 1, 'y62': 0, 'y63': 0}",580287.17,N,"{'y00': 1, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 0, 'y33': 0, 'y40': 1, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 1, 'y52': 1, 'y53': 0, 'y60': 0, 'y61': 0, 'y62': 0, 'y63': 0}",392167.17,N,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 1, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 1, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 1, 'y52': 1, 'y53': 0, 'y60': 1, 'y61': 0, 'y62': 0, 'y63': 0}",204047.17,N,"{'y00': 1, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 1, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 1, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 1, 'y51': 1, 'y52': 1, 'y53': 0, 'y60': 0, 'y61': 0, 'y62': 0, 'y63': 0}",304047.17,N,"{'y00': 1, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 0, 'y32': 0, 'y33': 0, 'y40': 1, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 1, 'y51': 0, 'y52': 1, 'y53': 0, 'y60': 0, 'y61': 1, 'y62': 0, 'y63': 0}",604047.17,N,"{'y00': 0, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 0, 'y33': 0, 'y40': 1, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 1, 'y52': 1, 'y53': 0, 'y60': 1, 'y61': 0, 'y62': 0, 'y63': 0}",804044.77,N,"{'y00': 1, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 0, 'y33': 0, 'y40': 0, 'y41': 1, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 1, 'y52': 1, 'y53': 0, 'y60': 0, 'y61': 0, 'y62': 0, 'y63': 0}",404044.77,N,"{'y00': 1, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 0, 'y33': 0, 'y40': 1, 'y41': 0, 'y42': 1, 'y43': 0, 'y50': 0, 'y51': 1, 'y52': 1, 'y53': 0, 'y60': 1, 'y61': 0, 'y62': 0, 'y63': 0}",592164.77,N
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,37,"{'y00': 0, 'y01': 1, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 0, 'y41': 0, 'y42': 0, 'y43': 0, 'y50': 1, 'y51': 1, 'y52': 1, 'y53': 0, 'y60': 1, 'y61': 0, 'y62': 0, 'y63': 0}",226603.57,N,"{'y00': 0, 'y01': 1, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 1, 'y41': 0, 'y42': 0, 'y43': 0, 'y50': 0, 'y51': 1, 'y52': 1, 'y53': 0, 'y60': 0, 'y61': 1, 'y62': 0, 'y63': 0}",542626.77,Y,"{'y00': 1, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 1, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 0, 'y41': 0, 'y42': 0, 'y43': 0, 'y50': 0, 'y51': 1, 'y52': 1, 'y53': 0, 'y60': 0, 'y61': 1, 'y62': 0, 'y63': 0}",286606.77,N,"{'y00': 1, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 1, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 1, 'y41': 0, 'y42': 0, 'y43': 0, 'y50': 0, 'y51': 1, 'y52': 1, 'y53': 0, 'y60': 0, 'y61': 1, 'y62': 0, 'y63': 0}",786607.57,N,"{'y00': 1, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 1, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 1, 'y41': 0, 'y42': 0, 'y43': 0, 'y50': 0, 'y51': 1, 'y52': 1, 'y53': 0, 'y60': 0, 'y61': 1, 'y62': 0, 'y63': 0}",331947.57,N,"{'y00': 0, 'y01': 1, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 0, 'y41': 1, 'y42': 0, 'y43': 0, 'y50': 0, 'y51': 1, 'y52': 1, 'y53': 0, 'y60': 1, 'y61': 0, 'y62': 0, 'y63': 0}",121265.97,N,"{'y00': 0, 'y01': 1, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 0, 'y41': 0, 'y42': 0, 'y43': 0, 'y50': 0, 'y51': 1, 'y52': 1, 'y53': 0, 'y60': 0, 'y61': 1, 'y62': 0, 'y63': 0}",571948.77,N,"{'y00': 0, 'y01': 1, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 0, 'y41': 0, 'y42': 0, 'y43': 0, 'y50': 0, 'y51': 1, 'y52': 1, 'y53': 0, 'y60': 0, 'y61': 1, 'y62': 0, 'y63': 0}",386608.77,N,"{'y00': 0, 'y01': 1, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 0, 'y32': 1, 'y33': 0, 'y40': 0, 'y41': 1, 'y42': 0, 'y43': 0, 'y50': 0, 'y51': 1, 'y52': 1, 'y53': 0, 'y60': 1, 'y61': 0, 'y62': 0, 'y63': 0}",201269.17,N,"{'y00': 0, 'y01': 1, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 0, 'y41': 0, 'y42': 0, 'y43': 0, 'y50': 1, 'y51': 1, 'y52': 1, 'y53': 0, 'y60': 1, 'y61': 0, 'y62': 0, 'y63': 0}",301269.17,N,"{'y00': 1, 'y01': 0, 'y02': 0, 'y03': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 1, 'y31': 0, 'y32': 1, 'y33': 0, 'y40': 0, 'y41': 1, 'y42': 0, 'y43': 0, 'y50': 0, 'y51': 1, 'y52': 1, 'y53': 0, 'y60': 1, 'y61': 0, 'y62': 0, 'y63': 0}",601269.17,N,"{'y00': 0, 'y01': 1, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 1, 'y41': 0, 'y42': 0, 'y43': 0, 'y50': 0, 'y51': 1, 'y52': 1, 'y53': 0, 'y60': 0, 'y61': 1, 'y62': 0, 'y63': 0}",801265.97,Y,"{'y00': 0, 'y01': 1, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 1, 'y41': 0, 'y42': 0, 'y43': 0, 'y50': 0, 'y51': 1, 'y52': 1, 'y53': 0, 'y60': 0, 'y61': 1, 'y62': 0, 'y63': 0}",401265.97,Y,"{'y00': 0, 'y01': 1, 'y02': 0, 'y03': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y13': 0, 'y20': 0, 'y21': 0, 'y22': 0, 'y23': 0, 'y30': 0, 'y31': 1, 'y32': 1, 'y33': 0, 'y40': 1, 'y41': 0, 'y42': 0, 'y43': 0, 'y50': 1, 'y51': 0, 'y52': 1, 'y53': 0, 'y60': 1, 'y61': 1, 'y62': 0, 'y63': 0}",586605.97,N
