,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,sample_2000_20,qpu_access_time_2000_20,optimal_2000_20,sample_3000_20,qpu_access_time_3000_20,optimal_3000_20,sample_5000_20,qpu_access_time_5000_20,optimal_5000_20,sample_4000_60,qpu_access_time_4000_60,optimal_4000_60,sample_2000_200,qpu_access_time_2000_200,optimal_2000_200,sample_2000_300,qpu_access_time_2000_300,optimal_2000_300,sample_1000_700,qpu_access_time_1000_700,optimal_1000_700,sample_1000_500,qpu_access_time_1000_500,optimal_1000_500,sample_2000_100,qpu_access_time_2000_100,optimal_2000_100,sample_3000_100,qpu_access_time_3000_100,optimal_3000_100,sample_1000_300,qpu_access_time_1000_300,optimal_1000_300
0,0,0,0,0,0,0,0,0,0,0,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 0, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 1, 'y01': 0, 'y10': 1, 'y11': 0, 'y20': 0, 'y21': 1}",288805.57,Y,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 1, 'T33': 0, 'y00': 0, 'y01': 1, 'y10': 1, 'y11': 0, 'y20': 1, 'y21': 0}",425245.57,Y,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 1, 'T33': 0, 'y00': 0, 'y01': 1, 'y10': 1, 'y11': 0, 'y20': 1, 'y21': 0}",698125.57,Y,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 0, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 1, 'y01': 0, 'y10': 1, 'y11': 0, 'y20': 0, 'y21': 1}",721689.57,Y,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 1, 'T33': 0, 'y00': 0, 'y01': 1, 'y10': 1, 'y11': 0, 'y20': 1, 'y21': 0}",648807.57,Y,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 0, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 1, 'y01': 0, 'y10': 1, 'y11': 0, 'y20': 0, 'y21': 1}",848807.57,Y,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 1, 'T33': 0, 'y00': 0, 'y01': 1, 'y10': 1, 'y11': 0, 'y20': 1, 'y21': 0}",832363.97,Y,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 0, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 1, 'y01': 0, 'y10': 1, 'y11': 0, 'y20': 0, 'y21': 1}",632363.97,Y,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 1, 'T33': 0, 'y00': 0, 'y01': 1, 'y10': 1, 'y11': 0, 'y20': 1, 'y21': 0}",448809.57,Y,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 0, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 1, 'y01': 0, 'y10': 1, 'y11': 0, 'y20': 0, 'y21': 1}",665247.57,Y,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 1, 'T33': 0, 'y00': 0, 'y01': 1, 'y10': 1, 'y11': 0, 'y20': 1, 'y21': 0}",432367.17,Y
1,1,1,1,1,1,1,1,1,1,1,"{'T00': 0, 'T01': 1, 'T02': 0, 'T03': 0, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 1, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 1, 'y01': 0, 'y02': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 1, 'y21': 0, 'y22': 1}",205245.97,N,"{'T00': 1, 'T01': 1, 'T02': 0, 'T03': 0, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 1, 'y01': 0, 'y02': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 1, 'y21': 0, 'y22': 1}",299905.97,N,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 0, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T30': 1, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 1, 'y01': 1, 'y02': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 1, 'y21': 0, 'y22': 1}",489225.97,N,"{'T00': 0, 'T01': 1, 'T02': 0, 'T03': 0, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T20': 0, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 1, 'y01': 0, 'y02': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 1, 'y21': 0, 'y22': 1}",554569.97,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 0, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 1, 'T33': 0, 'y00': 1, 'y01': 1, 'y02': 0, 'y10': 1, 'y11': 1, 'y12': 0, 'y20': 1, 'y21': 0, 'y22': 0}",565247.57,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 1, 'T32': 1, 'T33': 0, 'y00': 1, 'y01': 0, 'y02': 0, 'y10': 1, 'y11': 0, 'y12': 1, 'y20': 1, 'y21': 0, 'y22': 0}",765246.77,N,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 0, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 1, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 0, 'y01': 1, 'y02': 0, 'y10': 1, 'y11': 1, 'y12': 0, 'y20': 1, 'y21': 1, 'y22': 0}",790583.17,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 1, 'T23': 0, 'T30': 0, 'T31': 1, 'T32': 0, 'T33': 0, 'y00': 1, 'y01': 0, 'y02': 1, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 1, 'y21': 0, 'y22': 0}",590583.17,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 1, 'T33': 0, 'y00': 1, 'y01': 1, 'y02': 0, 'y10': 0, 'y11': 1, 'y12': 0, 'y20': 0, 'y21': 1, 'y22': 0}",365247.97,N,"{'T00': 0, 'T01': 1, 'T02': 0, 'T03': 0, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 1, 'T31': 0, 'T32': 1, 'T33': 0, 'y00': 1, 'y01': 0, 'y02': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 1, 'y21': 1, 'y22': 0}",539908.77,N,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 0, 'T10': 0, 'T11': 0, 'T12': 0, 'T13': 1, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 1, 'T32': 0, 'T33': 1, 'y00': 1, 'y01': 1, 'y02': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 1, 'y21': 1, 'y22': 1}",390586.77,N
2,2,2,2,2,2,2,2,2,2,2,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 0, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 1, 'T32': 0, 'T33': 0, 'y00': 0, 'y01': 0, 'y02': 1, 'y10': 0, 'y11': 1, 'y12': 0, 'y20': 1, 'y21': 0, 'y22': 0}",268965.97,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 1, 'T21': 1, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 1, 'T33': 0, 'y00': 0, 'y01': 0, 'y02': 1, 'y10': 1, 'y11': 0, 'y12': 1, 'y20': 1, 'y21': 0, 'y22': 0}",395485.97,N,"{'T00': 1, 'T01': 0, 'T02': 1, 'T03': 0, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 0, 'y01': 0, 'y02': 1, 'y10': 0, 'y11': 1, 'y12': 0, 'y20': 1, 'y21': 1, 'y22': 1}",648525.97,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 1, 'T21': 1, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 1, 'T33': 0, 'y00': 0, 'y01': 0, 'y02': 1, 'y10': 1, 'y11': 0, 'y12': 1, 'y20': 1, 'y21': 0, 'y22': 0}",682009.97,N,"{'T00': 1, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 0, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 0, 'T22': 1, 'T23': 0, 'T30': 0, 'T31': 1, 'T32': 0, 'T33': 0, 'y00': 1, 'y01': 1, 'y02': 1, 'y10': 0, 'y11': 1, 'y12': 0, 'y20': 1, 'y21': 0, 'y22': 0}",628967.57,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 0, 'T22': 1, 'T23': 0, 'T30': 0, 'T31': 1, 'T32': 0, 'T33': 0, 'y00': 1, 'y01': 1, 'y02': 1, 'y10': 0, 'y11': 1, 'y12': 0, 'y20': 1, 'y21': 0, 'y22': 0}",828967.97,Y,"{'T00': 0, 'T01': 1, 'T02': 0, 'T03': 0, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 1, 'y01': 0, 'y02': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 1, 'y21': 1, 'y22': 1}",822444.37,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 0, 'T22': 1, 'T23': 0, 'T30': 0, 'T31': 1, 'T32': 0, 'T33': 0, 'y00': 1, 'y01': 1, 'y02': 1, 'y10': 0, 'y11': 1, 'y12': 0, 'y20': 1, 'y21': 0, 'y22': 0}",622444.37,Y,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 0, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 1, 'T23': 0, 'T30': 0, 'T31': 1, 'T32': 0, 'T33': 0, 'y00': 1, 'y01': 1, 'y02': 1, 'y10': 0, 'y11': 1, 'y12': 0, 'y20': 1, 'y21': 0, 'y22': 0}",428969.57,N,"{'T00': 1, 'T01': 0, 'T02': 1, 'T03': 0, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T30': 1, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 0, 'y01': 0, 'y02': 1, 'y10': 0, 'y11': 1, 'y12': 0, 'y20': 1, 'y21': 1, 'y22': 1}",635488.37,N,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 0, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 1, 'T32': 0, 'T33': 0, 'y00': 1, 'y01': 0, 'y02': 1, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 1, 'y22': 0}",422447.17,N
3,3,3,3,3,3,3,3,3,3,3,"{'T00': 1, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 1, 'T33': 0, 'y00': 1, 'y01': 1, 'y02': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 1, 'y22': 0}",290765.97,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T30': 1, 'T31': 0, 'T32': 1, 'T33': 0, 'y00': 1, 'y01': 1, 'y02': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 1, 'y22': 0}",428185.97,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 1, 'T33': 0, 'y00': 1, 'y01': 1, 'y02': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 1, 'y22': 0}",703025.97,Y,"{'T00': 0, 'T01': 1, 'T02': 0, 'T03': 0, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T20': 0, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 1, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 0, 'y01': 1, 'y02': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 0, 'y22': 1}",725609.57,N,"{'T00': 1, 'T01': 0, 'T02': 1, 'T03': 0, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 0, 'y01': 1, 'y02': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 1, 'y21': 1, 'y22': 0}",650767.57,N,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 0, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 0, 'y01': 1, 'y02': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 1, 'y21': 1, 'y22': 0}",850767.97,Y,"{'T00': 0, 'T01': 1, 'T02': 0, 'T03': 0, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 0, 'y01': 1, 'y02': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 0, 'y22': 1}",833343.97,Y,"{'T00': 0, 'T01': 1, 'T02': 0, 'T03': 0, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 0, 'y01': 1, 'y02': 0, 'y10': 0, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 0, 'y22': 1}",633343.97,Y,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 0, 'T22': 1, 'T23': 0, 'T30': 1, 'T31': 1, 'T32': 0, 'T33': 0, 'y00': 0, 'y01': 0, 'y02': 1, 'y10': 0, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 1, 'y22': 0}",450769.97,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 1, 'T33': 0, 'y00': 1, 'y01': 1, 'y02': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 1, 'y22': 0}",668187.97,Y,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 0, 'T10': 1, 'T11': 1, 'T12': 0, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 0, 'y01': 1, 'y02': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 1, 'y21': 1, 'y22': 0}",433347.57,N
4,4,4,4,4,4,4,4,4,4,4,"{'T00': 0, 'T01': 1, 'T02': 1, 'T03': 0, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 0, 'y01': 1, 'y02': 0, 'y10': 1, 'y11': 0, 'y12': 1, 'y20': 0, 'y21': 1, 'y22': 0}",190805.97,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 1, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 0, 'T22': 1, 'T23': 0, 'T30': 0, 'T31': 1, 'T32': 0, 'T33': 0, 'y00': 0, 'y01': 1, 'y02': 1, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 1, 'y22': 0}",278245.97,Y,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 0, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 0, 'y01': 0, 'y02': 1, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 1, 'y22': 1}",453125.97,N,"{'T00': 1, 'T01': 0, 'T02': 1, 'T03': 0, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 0, 'y01': 0, 'y02': 1, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 1, 'y22': 1}",525689.17,N,"{'T00': 0, 'T01': 1, 'T02': 0, 'T03': 0, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 0, 'y01': 1, 'y02': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 1, 'y22': 1}",550806.77,Y,"{'T00': 0, 'T01': 1, 'T02': 0, 'T03': 0, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 1, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 0, 'y01': 1, 'y02': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 1, 'y22': 1}",750807.17,N,"{'T00': 0, 'T01': 1, 'T02': 0, 'T03': 0, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 0, 'y01': 1, 'y02': 0, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 1, 'y22': 1}",783363.57,Y,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 0, 'T10': 1, 'T11': 0, 'T12': 1, 'T13': 0, 'T20': 1, 'T21': 1, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 0, 'y01': 0, 'y02': 1, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 1, 'y22': 1}",583363.57,N,"{'T00': 0, 'T01': 0, 'T02': 0, 'T03': 1, 'T10': 0, 'T11': 0, 'T12': 0, 'T13': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T30': 1, 'T31': 0, 'T32': 1, 'T33': 0, 'y00': 0, 'y01': 0, 'y02': 1, 'y10': 1, 'y11': 1, 'y12': 0, 'y20': 0, 'y21': 1, 'y22': 0}",350808.37,N,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 0, 'T10': 0, 'T11': 1, 'T12': 0, 'T13': 0, 'T20': 1, 'T21': 0, 'T22': 0, 'T23': 0, 'T30': 0, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 0, 'y01': 1, 'y02': 0, 'y10': 1, 'y11': 1, 'y12': 0, 'y20': 0, 'y21': 0, 'y22': 1}",518247.97,Y,"{'T00': 0, 'T01': 0, 'T02': 1, 'T03': 0, 'T10': 0, 'T11': 0, 'T12': 1, 'T13': 0, 'T20': 0, 'T21': 1, 'T22': 0, 'T23': 0, 'T30': 1, 'T31': 0, 'T32': 0, 'T33': 1, 'y00': 0, 'y01': 0, 'y02': 1, 'y10': 1, 'y11': 0, 'y12': 0, 'y20': 0, 'y21': 1, 'y22': 1}",383366.77,N
